StartX, StartZ, PickUpX, PickUpZ, DropDownX, DropDownZ, StartTime, ActualTime, AssumptionTime, WaitForGoalTime, JammingTime, MainStateChangeCount, RedirectStateChangeCount, JamStateChangeCount, PathChangeCount, PathUpdateCount, PathTurnCount, TotalDistanceX, TotalDistanceZ
18,14,18,14,17,5,28.25106,6,5,0,0,3,0,0,2,10,2,1,9
15,6,15,6,7,6,28.25106,6.299999,4,0,1.2,5,0,2,4,10,3,8,0
8,13,8,13,17,13,28.25106,6.799999,4.5,0,1.2,5,0,2,4,11,3,9,0
8,3,8,3,10,8,28.25106,6.900002,3.5,0,1.2,5,0,2,4,13,8,4,5
10,5,10,5,15,0,28.25106,7.200001,5,0,1.2,5,0,2,4,11,4,5,4.999999
8,0,8,0,18,4,28.25106,8,7,0,0,3,0,0,2,14,2,10,4
5,9,5,9,11,17,28.25106,8.400002,7,0,0,3,0,0,2,14,2,6,8
11,8,11,8,12,18,28.25106,8.600002,5.5,0,1.8,6,0,3,5,14,5,1,10
1,16,1,16,2,2,28.25106,8.799999,7.5,0,0,3,0,0,2,15,2,1,14
16,17,16,17,4,16,28.25106,9.200001,6.5,0,1.2,5,0,2,4,15,4,12,1
6,3,6,3,18,3,28.25106,9.200001,6,0,1.8,6,0,3,5,15,4,12,0
2,10,2,10,11,3,28.25106,9.400002,8,0,0,3,0,0,2,16,2,9,6.999999
1,17,1,17,15,17,28.25106,9.5,7,0,1.1,4,1,2,4,16,3,14,0
7,16,7,16,12,10,28.25106,10.4,5.5,0,2.1,6,1,4,6,17,6,7,6
18,18,18,18,13,10,28.25106,10.8,6.5,0,1.9,6,1,4,6,19,6,7,8
9,17,9,17,16,10,28.25106,11.1,7,0,1.2,4,2,3,5,19,6,7,9
8,7,8,7,15,19,28.25106,11.9,9.5,0,0.6,4,0,1,3,20,3,7,12
10,4,10,4,8,15,28.25106,12,6.5,0,2.4,7,0,4,6,21,11,4,11
11,7,11,7,18,16,28.25106,12.3,8,0,2.4,7,0,4,6,19,5,7,9
17,15,17,15,8,17,28.25106,12.6,5.5,0,1.2,5,0,2,4,23,8,13,6
14,19,14,19,8,8,28.25106,12.7,8.5,0,1.2,5,1,3,5,22,5,8,11
17,2,17,2,16,15,28.25106,14.5,7,0,0.6,4,1,2,4,30,13,7,17.4
14,16,14,16,3,3,28.25106,15.4,12,0,0,3,0,0,2,28,7,11,15
5,15,5,15,15,0,28.25106,17,12.5,0.6,1.2,6,1,4,6,28,5,10,15
18,1,18,1,1,2,28.25106,19,9,0,5.4,12,2,11,13,33,13,21.00002,1
19,0,19,0,3,14,28.25106,19.6,15,0,1.8,6,1,4,6,34,6,16,14
16,1,16,1,0,17,28.25106,25.36,16,0,4.699999,10,2,9,11,43,11,18,16
0,2,0,2,0,2,53.67978,0,0,0,0,3,0,0,2,0,0,0,0
16,10,16,10,17,10,53.67978,0.6200027,0.5,0,0,3,0,0,2,1,1,1,0
4,16,4,16,5,16,53.67978,0.6200027,0.5,0,0,3,0,0,2,1,1,1,0
16,2,16,2,16,3,53.67978,0.6200027,0.5,0,0,3,0,0,2,1,1,0,1
5,1,5,1,7,2,53.67978,1.740002,1.5,0,0,3,0,0,2,3,2,2,1
6,12,6,12,5,9,53.67978,2.300003,2,0,0,3,0,0,2,4,2,1,3
15,19,15,19,19,19,53.67978,2.300003,2,0,0,3,0,0,2,4,1,4,0
1,2,1,2,3,5,53.67978,2.860001,2.5,0,0,3,0,0,2,5,2,2,3
8,15,8,15,8,9,53.67978,3.420002,3,0,0,3,0,0,2,6,1,0,6
18,3,18,3,19,9,53.67978,3.98,3.5,0,0,3,0,0,2,7,2,1,6
13,10,13,10,14,4,53.67978,3.98,3.5,0,0,3,0,0,2,7,2,1,6
8,8,8,8,10,12,53.67978,4.060001,3,0,0.5599999,4,0,1,3,7,3,2,4
17,13,17,13,16,7,53.67978,5.900002,3.5,0,1.68,6,0,3,5,9,4,1,6
4,7,4,7,13,5,53.67978,6.220001,5.5,0,0,3,0,0,2,11,2,9,2
19,12,19,12,12,14,53.67978,6.380001,4.5,0,1.12,5,0,2,4,11,4,7,2
11,3,11,3,18,6,53.67978,7.02,5,0,1.12,5,1,3,5,13,5,7,3
3,19,3,19,7,10,53.67978,7.34,6.5,0,0,3,0,0,2,13,2,4,9
16,15,16,15,6,19,53.67978,7.98,7,0,0,3,0,0,2,16,5,10,4
19,9,19,9,13,16,53.67978,7.98,6.5,0,0.5599999,4,0,1,3,14,3,6,7
3,14,3,14,14,13,53.67978,8.060001,6,0.5599999,0.5599999,5,0,2,4,14,4,11,1
15,0,15,0,6,1,53.67978,8.139999,5,0,1.12,5,0,2,4,16,9,9,3
10,7,10,7,2,15,53.67978,9.02,8,0,0,3,0,0,2,16,2,7.999998,8
15,1,15,1,8,8,53.67978,9.18,7,0,1.12,5,0,2,4,16,4,7,7
7,4,7,4,11,13,53.67978,9.82,6.5,0,2.16,6,1,4,6,17,6,4,9
12,10,12,10,3,3,53.67978,10.3,8,0,0,3,0,0,2,20,7,9.319998,8.999996
16,18,16,18,11,9,53.67978,10.46,7,0,2.24,7,0,4,6,18,6,5,9
18,16,18,16,17,2,53.67978,11.02,7.5,0,1.12,5,0,2,4,21,7,3,14.32
18,4,18,4,13,18,53.67978,11.34,9.5,0,0.5599999,4,0,1,3,20,3,5,14
0,17,0,17,8,5,53.67978,11.9,10,0,0.5599999,4,0,1,3,21,3,8,12
7,6,7,6,16,15,53.67978,11.98,9,0,1.6,5,1,3,5,21,5,9,9
9,7,9,7,14,17,53.67978,12.3,7.5,0,3.36,9,0,6,8,21,8,5,10
3,3,3,3,16,11,53.67978,13.18,10.5,0,1.12,5,1,3,5,24,5,13,8
6,16,6,16,17,4,53.67978,13.58,11.5,0,0.5599999,4,0,1,3,24,3,11,12
12,18,12,18,3,9,53.67978,14.54,9,0,2.8,8,1,6,8,26,8,11,9
11,16,11,16,3,1,53.67978,14.78,11.5,0,0.5599999,4,0,1,3,28,8,9.999998,15
8,18,8,18,17,0,53.67978,17.18,13.5,0,1.68,6,1,4,6,31,6,9,18
14,1,14,1,0,17,53.67978,17.5,15,0,0.5599999,4,0,1,3,31,3,13.99999,16
7,1,7,1,15,19,53.67978,17.74,13,0,1.68,6,1,4,6,32,7,10,18
17,5,17,5,10,17,53.67978,18.14,9.5,0,2.24,7,1,5,7,38,16,13,14.32
2,1,2,1,19,18,53.67978,20.94,17,0,0.5599999,4,0,1,3,39,7,19,17
13,16,13,16,13,15,74.71796,0.6399994,0.5,0,0,3,0,0,2,1,1,0,1
3,3,3,3,5,4,74.71796,1.760002,1.5,0,0,3,0,0,2,3,2,2,1
16,11,16,11,15,7,74.71796,2.879997,2.5,0,0,3,0,0,2,5,2,1,4
5,10,5,10,8,8,74.71796,3.519997,2.5,0,0.5599999,4,0,1,3,6,3,3,2
15,7,15,7,14,1,74.71796,4,3.5,0,0,3,0,0,2,7,2,1,5.999998
13,18,13,18,15,14,74.71796,4.080002,3,0,0.5599999,4,0,1,3,7,3,2,4
2,15,2,15,0,12,74.71796,4.160004,2.5,1.12,0,5,0,2,4,7,4,2,3
15,13,15,13,18,7,74.71796,6.559998,4.5,0,1.12,5,0,2,4,15,9,3,6
17,15,17,15,19,16,74.71796,6.639999,1.5,0.5599999,1.52,6,2,4,7,12,9,4,3.32
17,4,17,4,18,12,74.71796,6.959999,4.5,0,0.5599999,4,0,1,3,14,7,3,8
11,9,11,9,11,18,74.71796,6.959999,4.5,0,0.5599999,4,0,1,3,14,7,2,9
5,16,5,16,15,19,74.71796,7.360001,6.5,0,0,3,0,0,2,13,2,10,3
6,19,6,19,19,19,74.71796,7.360001,6.5,0,0,3,0,0,2,13,1,13,0
11,13,11,13,14,8,74.71796,7.599998,4,0,0.5599999,4,0,1,3,15,5,3,9.32
8,10,8,10,1,17,74.71796,7.919998,7,0,0,3,0,0,2,14,2,6.999997,7
3,9,3,9,7,0,74.71796,8,6.5,0,0.5599999,4,0,1,3,14,3,4,8.999996
6,0,6,0,9,9,74.71796,8.080002,6,0,1.12,5,0,2,4,14,4,3,9
8,5,8,5,6,16,74.71796,8.559998,6.5,0,0,3,0,0,2,17,7,4,11
10,17,10,17,6,10,74.71796,8.800003,5.5,0,1.12,5,0,2,4,18,8,6,7
8,8,8,8,13,4,74.71796,8.959999,4.5,1.68,1.68,9,0,6,8,14,7,5,4
7,10,7,10,1,2,74.71796,9.199997,7,0,1.12,5,0,2,4,16,4,5.999998,7.999998
10,12,10,12,2,19,74.71796,10.4,7.5,0,1.68,6,0,3,5,18,5,7.999998,7
14,3,14,3,14,15,74.71796,10.48,6,0,1.12,5,0,2,4,22,11,4,12
19,18,19,18,11,15,74.71796,10.72,5.5,0,2.8,8,2,7,9,20,9,10,3
12,14,12,14,18,3,74.71796,10.88,8.5,0,1.12,5,0,2,4,19,4,6,11
18,6,18,6,9,3,74.71796,10.88,6,0,2.56,7,1,5,7,19,8,9,4.999999
15,10,15,10,9,4,74.71796,10.96,6,1.12,0.5599999,6,2,3,7,23,12,7.599998,8
7,2,7,2,5,16,74.71796,10.96,8,0,0.5599999,4,0,1,3,21,8,4,14.32
18,9,18,9,14,7,74.71796,11.28,3,0.5599999,4.24,11,2,10,12,19,11,8,2
13,5,13,5,19,10,74.71796,12.96,5.5,0,2.8,8,1,6,8,24,11,12,5
17,0,17,0,12,5,74.71796,14,5,0,3.2,8,1,6,8,28,16,7,10.99999
3,1,3,1,9,17,74.71796,14.32,11,0,1.68,6,0,3,5,25,5,6,16
16,3,16,3,14,16,74.71796,14.48,7.5,0,4.08,10,1,8,10,25,12,2,15.32
0,2,0,2,8,18,74.71796,14.8,12,0,1.12,5,0,2,4,26,4,8,16
3,4,3,4,19,2,74.71796,14.88,9,0,3.12,8,1,6,8,26,9,16,3.999999
0,17,0,17,11,4,74.71796,16.64,12,0,1.68,6,1,4,6,30,7,11,15
15,19,15,19,11,1,74.71796,21.76,11,0,1.12,5,1,3,5,43,19,12,24
14,16,14,16,0,1,74.71796,24.72,14.5,0.5599999,4.719999,12,2,11,13,44,13,13.99999,19
17,2,17,2,3,4,74.71796,30,8,0.32,11.6,22,8,25,29,54,35,18,9.999992
19,19,19,19,4,4,74.71796,30.64,15,0,7.919999,17,4,17,20,54,20,23,15
15,14,15,14,13,12,105.4482,2.32,2,0,0,3,0,0,2,4,2,2,2
13,14,13,14,10,12,105.4482,3.519997,2.5,0,0.5599999,4,0,1,3,6,3,3,2
1,17,1,17,7,16,105.4482,4,3.5,0,0,3,0,0,2,7,2,6,1
13,2,13,2,9,0,105.4482,4.720001,3,0,0,3,0,0,2,10,6,4.32,4
2,19,2,19,6,14,105.4482,5.760002,4.5,0,0.5599999,4,0,1,3,10,3,4,5
0,1,0,1,9,1,105.4482,5.760002,4.5,0.5599999,0,4,0,1,3,10,2,9,0
15,6,15,6,12,1,105.4482,5.839996,4,1.12,0,5,0,2,4,10,4,3,4.999999
12,3,12,3,5,6,105.4482,6.32,5,0,0.5599999,4,0,1,3,11,3,7,3
9,3,9,3,3,9,105.4482,6.799995,6,0,0,3,0,0,2,12,2,5.999999,6
5,3,5,3,5,14,105.4482,6.879997,5.5,0.5599999,0,4,0,1,3,12,2,0,11
5,16,5,16,15,17,105.4482,6.879997,5.5,0,0.5599999,4,0,1,3,12,3,10,1
7,0,7,0,12,6,105.4482,6.879997,5.5,0,0.5599999,4,0,1,3,12,3,5,6
6,15,6,15,13,12,105.4482,7.599998,5,0.5599999,1.12,6,0,3,5,13,5,7,3
1,2,1,2,7,5,105.4482,7.760002,4.5,0,1.28,5,1,3,5,14,5,6,5
9,17,9,17,7,6,105.4482,8,6.5,0,0.5599999,4,0,1,3,14,3,2,11
7,8,7,8,18,10,105.4482,8.639999,6.5,0,1.12,5,0,2,4,15,4,11,2
11,5,11,5,1,3,105.4482,8.720001,6,0,1.68,6,0,3,5,15,5,9.999997,2
12,5,12,5,17,15,105.4482,9.760002,7.5,0,1.12,5,0,2,4,17,4,5,10
11,18,11,18,7,7,105.4482,9.760002,7.5,0,1.12,5,0,2,4,17,4,4,11
18,12,18,12,10,6,105.4482,9.839996,7,0,1.68,6,0,3,5,17,5,8,6
18,7,18,7,11,3,105.4482,9.919998,5.5,0.4,1.68,6,1,4,6,19,9,9,4.319999
8,18,8,18,2,7,105.4482,10.88,8.5,0,1.12,5,0,2,4,19,4,5.999998,11
18,3,18,3,18,19,105.4482,10.88,8,0,0.5599999,4,0,1,3,21,7,2,16
19,2,19,2,19,10,105.4482,10.96,4,0,1.44,5,1,3,5,23,12,6,10.32
15,19,15,19,0,15,105.4482,11.36,9.5,0,0.5599999,4,0,1,3,20,3,14.99999,4
14,15,14,15,3,10,105.4482,11.68,8,0,2.24,7,0,4,6,22,9,11,5
10,9,10,9,0,16,105.4482,12.64,8.5,0,2.64,7,1,5,7,22,6,9.999996,7
19,10,19,10,11,3,105.4482,12.88,7.5,1.12,1.68,8,0,5,7,23,11,8,8.999996
14,8,14,8,13,12,105.4482,13.43999,2.5,2.8,3.36,14,2,12,15,24,17,3,8
19,16,19,16,4,13,105.4482,14,9,0,3.36,9,0,6,8,24,8,15,3
6,10,6,10,17,18,105.4482,14.48,9.5,0,2.24,7,1,5,7,26,8,13,8
0,12,0,12,17,5,105.4482,15.43999,12,0,1.68,6,0,3,5,27,5,17,7
4,4,4,4,15,10,105.4482,15.52,8.5,0.5599999,2.56,8,1,6,8,30,14,11,10
14,7,14,7,11,12,105.4482,16.32,4,0.24,5.839999,13,4,13,16,31,21,3,13
9,2,9,2,4,14,105.4482,16.56,8.5,0,3.92,10,2,9,11,32,14,9,12
11,1,11,1,1,19,105.4482,19.52,14,0,1.12,5,0,2,4,38,13,14,18.32
11,15,11,15,3,1,105.4482,19.6,11,0,4.24,10,2,9,11,35,11,9.999998,16
3,4,3,4,15,12,105.4482,20.16,10,0,5.679999,13,1,11,13,37,15,14,10
14,16,14,16,5,1,105.4482,22.16,12,0.5599999,4.8,12,3,12,14,43,17,13,15
19,19,19,19,3,7,105.4482,24.56,14,0,5.599999,13,2,12,14,43,13,20,12
16,10,16,10,14,9,130.0913,1.759995,1.5,0,0,3,0,0,2,3,2,2,1
10,8,10,8,8,5,130.0913,2.880005,2.5,0,0,3,0,0,2,5,2,2,3
12,13,12,13,8,14,130.0913,2.880005,2.5,0,0,3,0,0,2,5,2,4,1
6,15,6,15,2,12,130.0913,4.639999,3.5,0,0.5599999,4,0,1,3,8,3,4,3
5,1,5,1,11,4,130.0913,5.119995,4.5,0,0,3,0,0,2,9,2,6,3
3,7,3,7,11,8,130.0913,6.399994,4.5,0,1.12,5,0,2,4,11,4,8,1
7,8,7,8,4,2,130.0913,6.399994,4.5,0.5599999,0.5599999,5,0,2,4,11,4,3,5.999998
17,15,17,15,15,6,130.0913,6.880005,5.5,0.5599999,0,4,0,1,3,12,3,2,9
4,14,4,14,10,18,130.0913,7.599991,5,0,1.68,6,0,3,5,13,5,6,4
3,10,3,10,0,16,130.0913,7.679993,4.5,0,1.2,5,1,3,5,14,5,3,8
4,13,4,13,12,7,130.0913,7.919998,7,0,0,3,0,0,2,14,2,8,6
19,10,19,10,12,18,130.0913,8.479996,7.5,0,0,3,0,0,2,15,2,7,8
0,15,0,15,8,9,130.0913,8.559998,7,0,0.5599999,4,0,1,3,15,3,8,6
10,12,10,12,17,17,130.0913,8.720001,6,0,1.68,6,0,3,5,15,5,7,5
3,9,3,9,12,16,130.0913,9.039993,8,0,0,3,0,0,2,16,2,9,7
7,4,7,4,19,1,130.0913,9.119995,7.5,0,0.5599999,4,0,1,3,16,3,12,2.999999
2,7,2,7,12,3,130.0913,9.199997,7,0,1.12,5,0,2,4,16,4,10,4
3,1,3,1,0,17,130.0913,10.72,9.5,0,0,3,0,0,2,19,2,3,16
11,3,11,3,19,14,130.0913,10.72,9.5,0,0,3,0,0,2,19,2,8,11
5,6,5,6,1,19,130.0913,11.44,8.5,0,0.5599999,4,0,1,3,22,8,5.999998,13
11,12,11,12,10,1,130.0913,11.84,6,0.5599999,2.8,9,1,6,9,21,11,1,12.99999
7,6,7,6,17,15,130.0913,12.08,9.5,0,1.12,5,0,2,4,22,6,10,9
12,8,12,8,0,12,130.0913,12.8,8,0,2.24,7,1,5,7,23,7,13.99999,4
18,19,18,19,12,10,130.0913,12.88,7.5,0,2.8,8,0,5,7,24,12,8,9
17,5,17,5,10,8,130.0913,12.95999,5,0,4.32,10,2,9,11,23,11,11,3
1,19,1,19,19,16,130.0913,14.39999,10.5,0,2.24,7,0,4,6,25,6,18,3
5,15,5,15,15,0,130.0913,14.72,12.5,0,0.5599999,4,0,1,3,26,3,10,14.99999
9,2,9,2,17,16,130.0913,15.52,11,0,1.68,6,1,4,6,28,7,10,14
12,0,12,0,9,18,130.0913,15.59999,10.5,0,2.24,7,2,5,8,27,8,3,20
13,12,13,12,0,16,130.0913,15.92,8.5,1.12,1.36,7,1,5,7,28,8,14.99999,8
7,17,7,17,18,7,130.0913,16.24001,10.5,0,2.8,8,1,6,8,29,8,13,10
18,10,18,10,7,15,130.0913,16.56,8,0,4.48,11,0,8,10,32,14,13,7
0,16,0,16,17,15,130.0913,19.28,9,0.5599999,3.36,10,0,7,9,36,20,19,7
13,3,13,3,0,13,130.0913,20.31999,11.5,0.5599999,3.76,10,2,9,11,39,14,14.99999,12
12,11,12,11,0,1,130.0913,21.12,11,0,4.48,11,1,9,11,39,16,15.99999,12
15,12,15,12,1,3,130.0913,23.28,11.5,0,5.92,13,1,11,13,44,19,16,13
17,18,17,18,3,7,130.0913,23.92,12.5,0,3.44,9,2,8,10,47,18,18,17
15,17,15,17,1,6,130.0913,23.92,12.5,0.5599999,4.8,12,4,13,15,47,17,16,15
9,0,9,0,13,13,130.0913,24.24001,8.5,0,6.559999,14,5,16,18,47,24,8,21
1,3,1,3,14,18,130.0913,24.48,14,0,5.599999,12,3,11,14,42,14,13,19
3,7,3,7,3,7,154.6407,0,0,0,0,3,0,0,2,0,0,0,0
10,4,10,4,10,6,154.6407,1.199997,1,0,0,3,0,0,2,2,1,0,2
8,14,8,14,8,18,154.6407,2.320007,2,0,0,3,0,0,2,4,1,0,4
8,5,8,5,6,8,154.6407,2.880005,2.5,0,0,3,0,0,2,5,2,2,3
4,2,4,2,4,9,154.6407,4,3.5,0,0,3,0,0,2,7,1,0,7
19,16,19,16,18,9,154.6407,4.559998,4,0,0,3,0,0,2,8,2,1,7
0,12,0,12,2,5,154.6407,5.119995,4.5,0,0,3,0,0,2,9,2,2,7
15,0,15,0,14,7,154.6407,5.199997,4,0,0.5599999,4,0,1,3,9,3,1,7
10,2,10,2,17,3,154.6407,5.199997,4,0,0.5599999,4,0,1,3,9,3,7,1
1,6,1,6,9,4,154.6407,5.680008,5,0,0,3,0,0,2,10,2,8,2
17,14,17,14,13,11,154.6407,5.839996,3.5,0,0.5599999,4,0,1,3,12,7,4,5
13,11,13,11,19,16,154.6407,6.880005,5.5,0,0.5599999,4,0,1,3,12,3,6,5
12,14,12,14,9,9,154.6407,7.039993,4,0,1.12,5,1,3,5,13,5,5,5
0,13,0,13,3,7,154.6407,7.680008,4.5,0.5599999,0.5599999,5,0,2,4,16,8,3,8
11,9,11,9,3,9,154.6407,7.759995,4,0,1.76,6,1,4,6,14,6,7.999999,2
15,5,15,5,17,16,154.6407,8,6.5,0,0.5599999,4,0,1,3,14,3,2,11
2,14,2,14,0,7,154.6407,8.080002,4.5,0.48,1.12,5,1,3,5,14,5,4,7
0,16,0,16,10,16,154.6407,8.240005,5,0,2.24,7,0,4,6,14,5,10,0
14,18,14,18,6,12,154.6407,8.559998,7,0,0.5599999,4,0,1,3,15,3,8,6
10,8,10,8,5,8,154.6407,8.880005,2.5,0.5599999,3.68,10,1,8,10,15,10,5,2
12,18,12,18,8,7,154.6407,9.119995,7.5,0,0.5599999,4,0,1,3,16,3,4,11
11,8,11,8,0,2,154.6407,9.600006,8.5,0,0,3,0,0,2,17,2,11,5.999998
0,15,0,15,7,6,154.6407,10.96001,8,0,1.68,6,0,3,5,19,5,7,9
1,3,1,3,5,14,154.6407,11.03999,7.5,0,2.24,7,0,4,6,19,6,4,11
1,19,1,19,15,14,154.6407,11.36,9.5,0,0.5599999,4,0,1,3,20,3,14,5
12,10,12,10,3,8,154.6407,11.60001,5.5,0,2.64,7,2,6,8,21,8,13,2
9,18,9,18,5,3,154.6407,12.08,9.5,0,1.12,5,1,3,5,22,5,4,15
0,1,0,1,13,6,154.6407,12.08,9,0,1.68,6,0,3,5,21,5,13,5
17,15,17,15,1,14,154.6407,12.16,8.5,0,1.12,5,1,3,5,24,10,16,3
7,15,7,15,15,1,154.6407,12.39999,11,0,0,3,0,0,2,22,2,8,14
17,17,17,17,8,10,154.6407,12.64,8,0,1.12,5,0,2,4,24,7,9,11
13,13,13,13,3,2,154.6407,13.12,10.5,0,1.12,5,0,2,4,22,3,9.999998,11
19,14,19,14,11,3,154.6407,14.56,9.5,0.5599999,2.8,9,0,6,8,25,8,8,11
8,9,8,9,16,2,154.6407,14.8,7.5,0,3.36,9,0,6,8,29,14,8,11.31999
19,1,19,1,6,13,154.6407,14.8,12.5,0,0.5599999,4,0,1,3,28,6,13,12
10,17,10,17,6,1,154.6407,15.67999,10,0,2.8,8,1,6,8,28,8,4,18
13,3,13,3,19,18,154.6407,16.16,10.5,0,1.68,6,1,4,6,31,11,8,17
17,16,17,16,5,3,154.6407,17.36,12.5,0.5599999,2.24,8,1,6,8,30,7,12,13
18,7,18,7,1,1,154.6407,20.08,11.5,0,2.08,6,1,4,6,39,14,19.32,11.99999
1,17,1,17,19,4,154.6407,21.84,15.5,0,2.8,8,1,6,8,39,8,18,15
6,0,6,0,7,0,176.5534,0.6399994,0.5,0,0,3,0,0,2,1,1,1,0
10,16,10,16,11,17,176.5534,1.199997,1,0,0,3,0,0,2,2,2,1,1
5,3,5,3,2,2,176.5534,2.960007,2,0,0.5599999,4,0,1,3,5,3,3,1
6,12,6,12,3,15,176.5534,4.080002,3,0,0.5599999,4,0,1,3,7,3,3,3
13,11,13,11,9,15,176.5534,4.559998,4,0,0,3,0,0,2,8,2,4,4
16,2,16,2,15,10,176.5534,5.119995,4.5,0,0,3,0,0,2,9,2,1,8
8,10,8,10,1,11,176.5534,5.199997,4,0,0.5599999,4,0,1,3,9,3,6.999997,1
8,7,8,7,14,11,176.5534,5.680008,5,0,0,3,0,0,2,10,2,6,4
5,7,5,7,8,13,176.5534,5.759995,4.5,0,0.5599999,4,0,1,3,10,3,3,6
7,6,7,6,16,4,176.5534,6.240005,5.5,0,0,3,0,0,2,11,2,9,2
2,5,2,5,1,11,176.5534,7.119995,3.5,1.12,0.5599999,6,0,3,5,14,10,2.999999,6
11,3,11,3,10,14,176.5534,8.080002,6,0.5599999,0.5599999,5,0,2,4,14,4,1,11
