StartX, StartZ, PickUpX, PickUpZ, DropDownX, DropDownZ, StartTime, ActualTime, AssumptionTime, WaitForGoalTime, JammingTime, MainStateChangeCount, RedirectStateChangeCount, JamStateChangeCount, PathChangeCount, PathUpdateCount, PathTurnCount, TotalDistanceX, TotalDistanceZ
11,17,11,17,3,13,64.32781,7.32,6,0,0,3,0,0,2,12,2,7.999999,4
18,6,18,6,14,16,64.32781,8.519997,7,0,0,3,0,0,2,14,2,4,10
16,10,16,10,13,1,64.32781,10.2,6,0,1.2,5,0,2,4,17,8,5,9.479997
4,4,4,4,15,9,64.32781,10.43999,8,0,0.6,4,0,1,3,17,3,11,5
0,9,0,9,11,2,64.32781,10.92,9,0,0,3,0,0,2,18,2,11,6.999998
15,9,15,9,12,10,75.2601,3.239998,2,0,0.6,4,0,1,3,5,3,3,1
12,12,12,12,19,12,75.2601,4.32,3.5,0,0,3,0,0,2,7,1,7,0
14,10,14,10,18,4,75.2601,6.119995,5,0,0,3,0,0,2,10,2,4,6
13,1,13,1,12,12,75.2601,8.040001,6,0,0.6,4,0,1,3,13,3,1,11
11,2,11,2,7,13,75.2601,9.119995,7.5,0,0,3,0,0,2,15,2,4,11
12,18,12,18,16,9,75.2601,10.68,6.5,0.6,1.56,6,2,5,7,18,7,4,9
14,16,14,16,13,1,75.2601,11.16,8,0,1.2,5,0,2,4,18,4,1,15
3,13,3,13,17,2,75.2601,15.12,12.5,0,0,3,0,0,2,25,2,14,11
19,7,19,7,7,9,75.2601,16.43999,7,0,3.48,8,3,7,10,26,11,16,4
15,0,15,0,4,18,75.2601,18.96,14.5,0,1.2,5,0,2,4,31,4,11,18
12,12,12,12,14,10,94.21508,2.519997,2,0,0,3,0,0,2,4,2,2,2
18,4,18,4,13,4,94.21508,3.119995,2.5,0,0,3,0,0,2,5,1,5,0
19,12,19,12,13,8,94.21508,6.119995,5,0,0,3,0,0,2,10,2,6,4
13,1,13,1,0,1,94.21508,7.919998,6.5,0,0,3,0,0,2,13,1,13,0
7,13,7,13,0,8,94.21508,8.040001,6,0,0.6,4,0,1,3,13,3,6.999997,5
7,9,7,9,3,16,94.21508,8.159996,5.5,0,0,3,0,0,2,15,7,5.999999,7.48
12,10,12,10,2,4,94.21508,9.720001,8,0,0,3,0,0,2,16,2,9.999998,6
4,18,4,18,18,16,94.21508,9.720001,8,0,0,3,0,0,2,16,2,14,2
16,9,16,9,9,18,94.21508,9.720001,8,0,0,3,0,0,2,16,2,7,9
17,2,17,2,2,17,94.21508,20.28,15,0,1.8,6,0,3,5,33,5,15,15
14,10,14,10,13,11,114.4968,1.32,1,0,0,3,0,0,2,2,2,1,1
2,4,2,4,3,8,114.4968,3.120003,2.5,0,0,3,0,0,2,5,2,1,4
13,4,13,4,6,2,114.4968,5.519997,4.5,0,0,3,0,0,2,9,2,7,2
13,8,13,8,11,14,114.4968,6.239998,4,0,0,3,0,0,2,12,7,4,6
9,18,9,18,3,11,114.4968,7.919998,6.5,0,0,3,0,0,2,13,2,5.999999,7
3,16,3,16,10,4,114.4968,12.24,9.5,0,0.6,4,0,1,3,20,3,7,12
2,17,2,17,5,0,114.4968,13.56,10,0,1.2,5,0,2,4,22,4,3,17
0,8,0,8,15,0,114.4968,14.64,11.5,0,0.6,4,0,1,3,24,3,15,7.999996
18,16,18,16,9,0,114.4968,16.56,12.5,0,0,3,0,0,2,29,7,9.48,18
0,1,0,1,10,19,114.4968,16.92,14,0,0,3,0,0,2,28,2,10,18
1,8,1,8,5,10,131.4236,3.720001,3,0,0,3,0,0,2,6,2,4,2
5,0,5,0,8,3,131.4236,3.720001,3,0,0,3,0,0,2,6,2,3,3
3,11,3,11,5,8,131.4236,3.840012,2.5,0,0.6,4,0,1,3,6,3,2,3
13,11,13,11,19,9,131.4236,4.919998,4,0,0,3,0,0,2,8,2,6,2
15,0,15,0,9,2,131.4236,4.919998,4,0,0,3,0,0,2,8,2,6,2
10,4,10,4,18,8,131.4236,7.320007,6,0,0,3,0,0,2,12,2,8,4
11,14,11,14,2,9,131.4236,8.520004,7,0,0,3,0,0,2,14,2,8.999998,5
10,19,10,19,7,7,131.4236,9.12001,7.5,0,0,3,0,0,2,15,2,3,12
9,0,9,0,15,12,131.4236,10.92,9,0,0,3,0,0,2,18,2,6,12
6,2,6,2,9,18,131.4236,11.52,9.5,0,0,3,0,0,2,19,2,3,16
19,9,19,9,19,5,143.0628,2.520004,2,0,0,3,0,0,2,4,1,0,4
9,2,9,2,3,2,143.0628,3.720001,3,0,0,3,0,0,2,6,1,5.999999,0
5,8,5,8,10,6,143.0628,4.320007,3.5,0,0,3,0,0,2,7,2,5,2
18,8,18,8,18,18,143.0628,6.119995,5,0,0,3,0,0,2,10,1,0,10
5,10,5,10,4,0,143.0628,7.440002,5.5,0,0.6,4,0,1,3,12,3,1,9.999996
7,7,7,7,0,15,143.0628,9.119995,7.5,0,0,3,0,0,2,15,2,6.999997,8
15,12,15,12,6,9,143.0628,11.16,6,0,2.16,6,1,4,6,16,6,11,3
9,18,9,18,8,4,143.0628,11.28,7.5,0,1.8,6,0,3,5,18,5,1,14
8,3,8,3,3,19,143.0628,12.72,10.5,0,0,3,0,0,2,21,2,4.999999,16
2,9,2,9,13,15,143.0628,13.08,8.5,0,1.2,5,0,2,4,23,9,11,8
4,0,4,0,2,6,156.1444,4.919998,4,0,0,3,0,0,2,8,2,2,6
0,15,0,15,8,15,156.1444,4.919998,4,0,0,3,0,0,2,8,1,8,0
13,15,13,15,4,14,156.1444,6.119995,5,0,0,3,0,0,2,10,2,9,1
6,9,6,9,4,0,156.1444,6.720001,5.5,0,0,3,0,0,2,11,2,2,8.999996
10,6,10,6,14,14,156.1444,7.319992,6,0,0,3,0,0,2,12,2,4,8
3,2,3,2,3,13,156.1444,7.440002,5.5,0,0.6,4,0,1,3,12,2,0,11
19,5,19,5,7,3,156.1444,8.520004,7,0,0,3,0,0,2,14,2,12,2
8,4,8,4,11,17,156.1444,9.720001,8,0,0,3,0,0,2,16,2,3,13
18,18,18,18,17,1,156.1444,10.92,9,0,0,3,0,0,2,18,2,1,17
3,19,3,19,6,4,156.1444,12.95999,9,0,0.6,4,0,1,3,23,8,5,15
14,14,14,14,15,7,169.1079,4.920013,4,0,0,3,0,0,2,8,2,1,7
7,3,7,3,12,8,169.1079,6.12001,5,0,0,3,0,0,2,10,2,5,5
3,13,3,13,9,10,169.1079,6.960007,4.5,0,1.2,5,0,2,4,11,4,6,3
11,17,11,17,5,13,169.1079,7.560013,5,0,1.2,5,0,2,4,12,4,6,4
4,14,4,14,0,3,169.1079,9.12001,7.5,0,0,3,0,0,2,15,2,4,11
4,0,4,0,7,14,169.1079,10.32001,8.5,0,0,3,0,0,2,17,2,3,14
17,1,17,1,12,13,169.1079,10.32001,8.5,0,0,3,0,0,2,17,2,5,12
6,4,6,4,0,17,169.1079,11.52,9.5,0,0,3,0,0,2,19,2,5.999998,13
2,6,2,6,16,13,169.1079,13.44,10.5,0,0.6,4,0,1,3,22,3,14,7
8,15,8,15,15,1,169.1079,13.44,10.5,0,0.6,4,0,1,3,22,3,7,14
0,3,0,3,4,4,182.5299,3.12001,2.5,0,0,3,0,0,2,5,2,4,1
7,14,7,14,6,7,182.5299,4.919998,4,0,0,3,0,0,2,8,2,1,7
12,13,12,13,10,5,182.5299,6.12001,5,0,0,3,0,0,2,10,2,2,8
9,10,9,10,13,14,182.5299,6.360001,4,0,1.2,5,0,2,4,10,4,4,4
15,7,15,7,4,5,182.5299,7.919998,6.5,0,0,3,0,0,2,13,2,11,2
12,8,12,8,19,17,182.5299,9.720001,8,0,0,3,0,0,2,16,2,7,9
5,13,5,13,19,10,182.5299,11.04001,8.5,0,0.6,4,0,1,3,18,3,14,3
15,1,15,1,6,12,182.5299,12.12001,10,0,0,3,0,0,2,20,2,9,11
0,17,0,17,18,13,182.5299,13.32001,11,0,0,3,0,0,2,22,2,18,4
16,13,16,13,5,5,182.5299,15,9.5,0,1.8,6,1,4,6,25,6,13,8
4,4,4,4,7,6,197.5477,3.119995,2.5,0,0,3,0,0,2,5,2,3,2
10,6,10,6,5,3,197.5477,4.919998,4,0,0,3,0,0,2,8,2,5,3
5,5,5,5,0,9,197.5477,5.519989,4.5,0,0,3,0,0,2,9,2,4.999999,4
19,10,19,10,13,15,197.5477,6.719986,5.5,0,0,3,0,0,2,11,2,6,5
6,7,6,7,17,6,197.5477,7.319992,6,0,0,3,0,0,2,12,2,11,1
18,13,18,13,10,9,197.5477,7.319992,6,0,0,3,0,0,2,12,2,8,4
13,14,13,14,12,5,197.5477,8.279999,5,0.6,1.2,6,0,3,5,13,5,1,9
19,17,19,17,6,15,197.5477,9.119995,7.5,0,0,3,0,0,2,15,2,13,2
6,12,6,12,18,18,197.5477,10.92,9,0,0,3,0,0,2,18,2,12,6
4,5,4,5,13,16,197.5477,15.71999,10,0,3,8,1,5,8,24,8,9,11
5,3,5,3,8,4,213.3713,2.520004,2,0,0,3,0,0,2,4,2,3,1
6,15,6,15,3,19,213.3713,4.320007,3.5,0,0,3,0,0,2,7,2,3,4
14,15,14,15,17,10,213.3713,4.920013,4,0,0,3,0,0,2,8,2,3,5
7,6,7,6,10,13,213.3713,7.560013,5,0,1.2,5,0,2,4,12,4,3,7
10,9,10,9,3,2,213.3713,8.520004,7,0,0,3,0,0,2,14,2,6.999999,6.999998
12,5,12,5,0,8,213.3713,9.12001,7.5,0,0,3,0,0,2,15,2,12,3
17,6,17,6,7,15,213.3713,11.52,9.5,0,0,3,0,0,2,19,2,10,9
13,16,13,16,7,1,213.3713,12.72,10.5,0,0,3,0,0,2,21,2,6,15
18,18,18,18,9,5,213.3713,13.32001,11,0,0,3,0,0,2,22,2,9,13
0,9,0,9,12,19,213.3713,14.04001,11,0,0.6,4,0,1,3,23,3,12,10
17,10,17,10,17,11,227.4028,0.7200012,0.5,0,0,3,0,0,2,1,1,0,1
10,13,10,13,11,19,227.4028,4.319992,3.5,0,0,3,0,0,2,7,2,1,6
8,4,8,4,9,13,227.4028,6.839996,5,0,0.6,4,0,1,3,11,3,1,9
7,1,7,1,17,3,227.4028,7.319992,6,0,0,3,0,0,2,12,2,10,2
9,5,9,5,14,16,227.4028,9.720001,8,0,0,3,0,0,2,16,2,5,11
7,15,7,15,13,4,227.4028,10.31999,8.5,0,0,3,0,0,2,17,2,6,11
0,8,0,8,10,15,227.4028,11.75999,8.5,0,1.2,5,0,2,4,19,4,10,7
12,19,12,19,1,11,227.4028,12.24001,9.5,0,0.6,4,0,1,3,20,3,11,8
3,2,3,2,9,15,227.4028,15.72,9.5,0,2.4,7,1,5,7,26,8,8,13
3,19,3,19,13,0,227.4028,17.52,14.5,0,0,3,0,0,2,29,2,10,19
13,4,13,4,13,6,244.9262,1.319992,1,0,0,3,0,0,2,2,1,0,2
14,16,14,16,17,17,244.9262,2.519989,2,0,0,3,0,0,2,4,2,3,1
9,13,9,13,4,13,244.9262,3.119995,2.5,0,0,3,0,0,2,5,1,5,0
17,3,17,3,16,9,244.9262,4.559998,3.5,0,0,3,0,0,2,9,4,1,6.48
1,11,1,11,9,13,244.9262,6.119995,5,0,0,3,0,0,2,10,2,8,2
10,16,10,16,18,18,244.9262,6.119995,5,0,0,3,0,0,2,10,2,8,2
17,11,17,11,9,6,244.9262,9.360001,6.5,0,1.2,5,0,2,4,15,4,8,5
13,0,13,0,5,10,244.9262,11.64,9,0,0.6,4,0,1,3,19,3,8,10
9,15,9,15,5,0,244.9262,12.24001,9.5,0,0.6,4,0,1,3,20,3,4,15
11,19,11,19,19,7,244.9262,13.55998,10,0,1.2,5,0,2,4,22,4,8,12
14,6,14,6,15,2,258.489,3.120026,2.5,0,0,3,0,0,2,5,2,1,4
9,6,9,6,1,7,258.489,5.52002,4.5,0,0,3,0,0,2,9,2,7.999997,1
17,17,17,17,13,12,258.489,5.52002,4.5,0,0,3,0,0,2,9,2,4,5
5,10,5,10,9,4,258.489,6.120026,5,0,0,3,0,0,2,10,2,4,6
9,13,9,13,12,5,258.489,6.720001,5.5,0,0,3,0,0,2,11,2,3,8
16,9,16,9,10,2,258.489,10.68002,6.5,0,1.2,5,1,3,5,18,5,8,6.999998
5,0,5,0,10,12,258.489,11.04001,8.5,0,0.6,4,0,1,3,18,3,5,12
18,18,18,18,3,11,258.489,13.32001,11,0,0,3,0,0,2,22,2,15,7
19,7,19,7,2,14,258.489,14.52002,12,0,0,3,0,0,2,24,2,17,7
4,13,4,13,15,2,258.489,15.48001,11,0,1.8,6,0,3,5,25,5,11,11
10,3,10,3,4,7,273.9594,7.440002,5,0,0,3,0,0,2,14,7,6,6
10,12,10,12,14,5,273.9594,7.559998,5.5,0,0.6,4,0,1,3,14,6,4,7
9,4,9,4,7,16,273.9594,8.519989,7,0,0,3,0,0,2,14,2,2,12
15,3,15,3,10,12,273.9594,8.519989,7,0,0,3,0,0,2,14,2,5,9
12,5,12,5,19,11,273.9594,8.640015,6.5,0,0.6,4,0,1,3,14,3,7,6
13,12,13,12,6,5,273.9594,11.28,7,0,1.2,5,1,3,5,19,6,7,9
2,14,2,14,7,0,273.9594,11.51999,9.5,0,0,3,0,0,2,19,2,5,14
15,2,15,2,4,7,273.9594,14.04001,8,0.6,3,9,0,6,8,19,5,11,5
3,11,3,11,18,7,273.9594,14.28,9.5,0,1.2,5,0,2,4,25,9,15,6
1,7,1,7,19,11,273.9594,16.07999,11,0.6,0.6,5,0,2,4,27,8,18,6
7,16,7,16,9,14,290.0437,2.52002,2,0,0,3,0,0,2,4,2,2,2
4,7,4,7,6,10,290.0437,3.840027,2.5,0,0.6,4,0,1,3,6,3,2,3
18,7,18,7,18,12,290.0437,3.840027,2.5,0,0.6,4,0,1,3,6,2,0,5
7,0,7,0,3,5,290.0437,5.52002,4.5,0,0,3,0,0,2,9,2,4,5
19,11,19,11,15,5,290.0437,6.120026,5,0,0,3,0,0,2,10,2,4,6
10,12,10,12,12,0,290.0437,8.52002,7,0,0,3,0,0,2,14,2,2,12
14,5,14,5,2,7,290.0437,9.240021,7,0,0.6,4,0,1,3,15,3,12,2
6,5,6,5,11,14,290.0437,9.240021,7,0,0.6,4,0,1,3,15,3,5,9
18,11,18,11,6,7,290.0437,9.960022,8,0,0,3,0,0,2,18,5,12,4.48
4,8,4,8,15,16,290.0437,11.52002,9.5,0,0,3,0,0,2,19,2,11,8
2,7,2,7,3,7,301.5743,0.7200012,0.5,0,0,3,0,0,2,1,1,1,0
11,14,11,14,11,11,301.5743,1.919983,1.5,0,0,3,0,0,2,3,1,0,3
12,0,12,0,16,0,301.5743,2.519989,2,0,0,3,0,0,2,4,1,4,0
15,16,15,16,16,19,301.5743,2.519989,2,0,0,3,0,0,2,4,2,1,3
6,7,6,7,2,0,301.5743,6.720001,5.5,0,0,3,0,0,2,11,2,4,6.999997
3,5,3,5,6,14,301.5743,8.759979,6,0,1.2,5,0,2,4,14,4,3,9
9,14,9,14,19,7,301.5743,10.32001,8.5,0,0,3,0,0,2,17,2,10,7
6,10,6,10,14,1,301.5743,11.28,8.5,0,0.72,4,1,2,4,19,4,8,8.999997
18,12,18,12,6,4,301.5743,12.12,10,0,0,3,0,0,2,20,2,12,8
15,5,15,5,8,19,301.5743,12.72,10.5,0,0,3,0,0,2,21,2,7,14
3,7,3,7,1,9,314.2939,2.519989,2,0,0,3,0,0,2,4,2,2,2
8,19,8,19,1,16,314.2939,6.119995,5,0,0,3,0,0,2,10,2,6.999997,3
6,14,6,14,1,5,314.2939,8.519989,7,0,0,3,0,0,2,14,2,4.999999,9
19,7,19,7,15,18,314.2939,9.119995,7.5,0,0,3,0,0,2,15,2,4,11
6,4,6,4,16,9,314.2939,9.839996,7.5,0,0.6,4,0,1,3,16,3,10,5
11,11,11,11,16,0,314.2939,10.44,8,0,0.6,4,0,1,3,17,3,5,11
2,0,2,0,13,9,314.2939,12.12,10,0,0,3,0,0,2,20,2,11,9
14,1,14,1,5,16,314.2939,14.51999,12,0,0,3,0,0,2,24,2,9,15
16,0,16,0,2,14,314.2939,18.23999,14,0,0,3,0,0,2,32,7,16,14
16,19,16,19,0,1,314.2939,22.56,17,0,0.6,4,0,1,3,39,8,18,18
5,16,5,16,11,16,336.8473,3.720001,3,0,0,3,0,0,2,6,1,6,0
16,9,16,9,14,14,336.8473,4.320007,3.5,0,0,3,0,0,2,7,2,2,5
13,9,13,9,15,2,336.8473,5.519989,4.5,0,0,3,0,0,2,9,2,2,6.999998
15,18,15,18,12,12,336.8473,5.519989,4.5,0,0,3,0,0,2,9,2,3,6
1,9,1,9,10,4,336.8473,8.519989,7,0,0,3,0,0,2,14,2,9,5
1,5,1,5,17,4,336.8473,10.32001,8.5,0,0,3,0,0,2,17,2,16,1
0,1,0,1,18,3,336.8473,12.12,10,0,0,3,0,0,2,20,2,18,2
1,16,1,16,10,5,336.8473,12.12,10,0,0,3,0,0,2,20,2,9,11
2,14,2,14,17,8,336.8473,12.72,10.5,0,0,3,0,0,2,21,2,15,6
16,0,16,0,10,17,336.8473,13.91998,11.5,0,0,3,0,0,2,23,2,6,17
17,8,17,8,19,8,350.7758,1.320007,1,0,0,3,0,0,2,2,1,2,0
10,17,10,17,11,16,350.7758,1.320007,1,0,0,3,0,0,2,2,2,1,1
11,16,11,16,7,13,350.7758,4.320007,3.5,0,0,3,0,0,2,7,2,4,3
18,3,18,3,13,4,350.7758,4.440002,3,0,0.6,4,0,1,3,7,3,5,1
12,12,12,12,14,6,350.7758,4.920013,4,0,0,3,0,0,2,8,2,2,6
10,5,10,5,5,3,350.7758,5.040009,3.5,0,0.6,4,0,1,3,8,3,5,2
15,2,15,2,12,13,350.7758,8.52002,7,0,0,3,0,0,2,14,2,3,11
17,4,17,4,17,18,350.7758,8.52002,7,0,0,3,0,0,2,14,1,0,14
10,4,10,4,4,15,350.7758,11.64001,8.5,0,0,3,0,0,2,21,7,8,11
14,14,14,14,4,5,350.7758,12.96002,9.5,0,1.2,5,0,2,4,21,4,10,9
4,15,4,15,6,14,363.7451,1.919983,1.5,0,0,3,0,0,2,3,2,2,1
5,3,5,3,4,8,363.7451,4.440002,3,0,0.6,4,0,1,3,7,3,1,5
7,13,7,13,12,12,363.7451,4.440002,3,0,0.6,4,0,1,3,7,3,5,1
13,4,13,4,5,7,363.7451,6.720001,5.5,0,0,3,0,0,2,11,2,8,3
15,6,15,6,12,15,363.7451,7.319977,6,0,0,3,0,0,2,12,2,3,9
11,16,11,16,1,10,363.7451,9.720001,8,0,0,3,0,0,2,16,2,9.999997,6
19,8,19,8,6,12,363.7451,11.03998,8.5,0,0.6,4,0,1,3,18,3,13,4
12,13,12,13,4,5,363.7451,11.15997,8,0,1.2,5,0,2,4,18,4,8,8
4,5,4,5,14,18,363.7451,13.91998,11.5,0,0,3,0,0,2,23,2,10,13
17,18,17,18,7,9,363.7451,14.39999,9.5,0,2.4,7,0,4,6,23,6,10,9
6,14,6,14,16,15,378.1331,6.720001,5.5,0,0,3,0,0,2,11,2,10,1
12,13,12,13,17,19,378.1331,6.720001,5.5,0,0,3,0,0,2,11,2,5,6
7,9,7,9,2,15,378.1331,6.720001,5.5,0,0,3,0,0,2,11,2,4.999999,6
6,12,6,12,13,15,378.1331,6.839996,5,0,0.6,4,0,1,3,11,3,7,3
14,18,14,18,10,9,378.1331,7.919983,6.5,0,0,3,0,0,2,13,2,4,9
12,15,12,15,11,3,378.1331,8.639984,6.5,0,0.6,4,0,1,3,14,3,1,12
4,8,4,8,12,4,378.1331,8.759979,6,0.6,0.6,5,0,2,4,14,4,8,4
5,7,5,7,2,0,378.1331,10.32001,5,0.6,1.8,7,1,4,7,17,9,3,8.999995
4,5,4,5,9,19,378.1331,11.51999,9.5,0,0,3,0,0,2,19,2,5,14
1,10,1,10,11,0,378.1331,12.84,10,0,0.6,4,0,1,3,21,3,10,9.999996
12,4,12,4,17,12,390.9855,7.919983,6.5,0,0,3,0,0,2,13,2,5,8
10,9,10,9,5,1,390.9855,7.919983,6.5,0,0,3,0,0,2,13,2,5,7.999997
13,15,13,15,6,11,390.9855,8.160004,5.5,0,1.2,5,0,2,4,13,4,7,4
11,3,11,3,12,19,390.9855,11.04001,8.5,0,0.6,4,0,1,3,18,3,1,16
17,19,17,19,3,14,390.9855,11.51999,9.5,0,0,3,0,0,2,19,2,14,5
2,0,2,0,4,18,390.9855,12.12,10,0,0,3,0,0,2,20,2,2,18
2,15,2,15,16,7,390.9855,14.04001,11,0,0.6,4,0,1,3,23,3,14,8
9,19,9,19,18,4,390.9855,14.51999,12,0,0,3,0,0,2,24,2,9,15
16,15,16,15,1,3,390.9855,16.32001,13.5,0,0,3,0,0,2,27,2,15,12
11,0,11,0,1,19,390.9855,17.51999,14.5,0,0,3,0,0,2,29,2,9.999997,19
16,7,16,7,19,4,408.4854,3.720001,3,0,0,3,0,0,2,6,2,3,3
17,12,17,12,10,10,408.4854,5.52002,4.5,0,0,3,0,0,2,9,2,7,2
6,11,6,11,6,1,408.4854,6.119995,5,0,0,3,0,0,2,10,1,0,9.999997
12,19,12,19,7,12,408.4854,7.320007,6,0,0,3,0,0,2,12,2,5,7
3,14,3,14,10,19,408.4854,7.320007,6,0,0,3,0,0,2,12,2,7,5
5,1,5,1,9,10,408.4854,7.920013,6.5,0,0,3,0,0,2,13,2,4,9
4,18,4,18,11,5,408.4854,12.12,10,0,0,3,0,0,2,20,2,7,13
1,19,1,19,11,9,408.4854,12.12,10,0,0,3,0,0,2,20,2,10,10
18,4,18,4,3,14,408.4854,15.12,12.5,0,0,3,0,0,2,25,2,15,10
1,3,1,3,15,13,408.4854,15.24002,12,0,0.6,4,0,1,3,25,3,14,10
15,13,15,13,15,12,423.7284,0.7200012,0.5,0,0,3,0,0,2,1,1,0,1
11,5,11,5,12,8,423.7284,2.519989,2,0,0,3,0,0,2,4,2,1,3
6,1,6,1,4,4,423.7284,3.119995,2.5,0,0,3,0,0,2,5,2,2,3
11,9,11,9,11,15,423.7284,3.720001,3,0,0,3,0,0,2,6,1,0,6
7,12,7,12,0,12,423.7284,4.319977,3.5,0,0,3,0,0,2,7,1,6.999997,0
10,10,10,10,7,14,423.7284,4.319977,3.5,0,0,3,0,0,2,7,2,3,4
10,19,10,19,5,17,423.7284,4.319977,3.5,0,0,3,0,0,2,7,2,5,2
9,10,9,10,14,14,423.7284,6.23999,4.5,0,0.6,4,0,1,3,10,3,5,4
3,14,3,14,2,0,423.7284,9.119995,7.5,0,0,3,0,0,2,15,2,1,14
19,4,19,4,3,4,423.7284,10.43997,8,0,0.6,4,0,1,3,17,2,16,0
7,14,7,14,3,13,434.1823,3.120026,2.5,0,0,3,0,0,2,5,2,4,1
5,17,5,17,9,15,434.1823,3.720001,3,0,0,3,0,0,2,6,2,4,2
11,15,11,15,14,11,434.1823,4.320007,3.5,0,0,3,0,0,2,7,2,3,4
15,12,15,12,10,9,434.1823,4.920013,4,0,0,3,0,0,2,8,2,5,3
14,14,14,14,12,9,434.1823,5.040009,3.5,0,0.6,4,0,1,3,8,3,2,5
4,5,4,5,9,8,434.1823,5.640015,4,0,0.6,4,0,1,3,9,3,5,3
12,8,12,8,3,6,434.1823,6.720001,5.5,0,0,3,0,0,2,11,2,8.999999,2
0,12,0,12,8,3,434.1823,10.32001,8.5,0,0,3,0,0,2,17,2,8,8.999999
3,4,3,4,6,19,434.1823,10.92001,9,0,0,3,0,0,2,18,2,3,15
2,0,2,0,19,11,434.1823,16.92001,14,0,0,3,0,0,2,28,2,17,11
