Time, Finish
1,1,1,1,0,0,0,0,3,0,0,2,0
2,2,3,2,0.2800007,0.25,0,0,3,0,0,2,1
0,1,3,0,1.060001,1,0,0,3,0,0,2,5
1,3,1,1,11.18,0.5,9.879997,0,41,0,38,40,42
2,1,3,1,0.2800026,0.25,0,0,3,0,0,2,2
0,2,1,2,0.2799988,0.25,0,0,3,0,0,2,3
3,2,2,1,16.16,0.5,12.52,0.26,52,1,50,52,66
2,1,1,1,11.82,0.25,21.42001,0.5199999,87,2,85,88,95
1,1,0,3,0.7999954,0.75,0.26,0,4,0,1,3,10
3,1,3,2,0.2800064,0.25,0,0,3,0,0,2,6
2,1,2,0,0.2799988,0.25,0,0,3,0,0,2,1
0,3,0,3,0,0,0,0,3,0,0,2,3
1,0,1,0,0,0,0,0,3,0,0,2,4
0,3,2,0,1.32,1.25,0,0,3,0,0,2,5
0,3,3,2,1.340012,1,23.92001,0.26,96,0,93,95,101
1,3,1,3,0,0,0.7799999,9.099997,41,35,38,75,76
2,3,0,2,0.8000031,0.75,0,0,3,0,0,2,6
0,3,3,0,3,1.5,29.38001,2.08,123,7,122,129,148
1,2,3,1,0.8000031,0.75,0,0,3,0,0,2,4
2,3,2,2,12.78,0.25,3.32,8.059996,46,31,44,76,79
2,2,2,3,16.28,0.25,14.1,0.26,58,1,56,58,61
2,3,0,1,1.080002,1,0.26,0,4,0,1,3,11
0,2,3,3,1.080002,1,0,0,3,0,0,2,14
0,0,0,2,0.8200073,0.5,0,0.26,4,0,1,3,7
2,2,1,1,0.5399933,0.5,0,0,3,0,0,2,3
0,0,3,0,0.8000031,0.75,7.359996,0.26,32,1,30,32,36
2,3,3,1,1.080002,0.75,0,0.26,4,0,1,3,5
1,0,0,1,0.5399933,0.5,0,0,3,0,0,2,3
2,3,0,1,3.26001,1,13.1,0.7799999,55,2,54,56,67
1,0,3,1,0.7999878,0.75,8.059996,0,34,0,31,33,36
2,2,3,3,0.5400085,0.5,0,0,3,0,0,2,4
1,3,3,2,0.7999878,0.75,0,0.26,4,0,1,3,7
0,2,0,1,0.2799988,0.25,0,0.7799999,6,0,3,5,8
3,3,3,2,0.2799988,0.25,6.059998,6.499997,51,25,49,75,85
0,2,0,3,0.2799988,0.25,1.56,6.239997,33,23,30,55,58
2,3,1,2,0.5400085,0.5,0,0.5199999,5,2,3,6,12
3,1,2,2,0.539978,0.5,0,0,3,0,0,2,5
1,1,0,0,0.5400085,0.5,0,0,3,0,0,2,7
3,3,2,2,0.5400085,0.5,0,0.26,4,0,1,3,12
1,3,1,3,0,0,0,0,3,0,0,2,1
3,0,0,1,1.059998,1,0,0,3,0,0,2,7
3,2,1,1,0.8000183,0.75,0,0,3,0,0,2,10
1,2,1,0,0.5400085,0.5,0,0,3,0,0,2,6
0,0,0,0,0,0,0,0,3,0,0,2,4
0,2,0,1,0.2799988,0.25,0,0,3,0,0,2,5
3,2,0,0,14.24002,1.25,4.239999,6.759997,45,24,43,68,80
