StartX, StartZ, PickUpX, PickUpZ, DropDownX, DropDownZ, StartTime, ActualTime, AssumptionTime, WaitForGoalTime, JammingTime, MainStateChangeCount, RedirectStateChangeCount, JamStateChangeCount, PathChangeCount, PathUpdateCount, PathTurnCount, TotalDistanceX, TotalDistanceZ
6,2,6,2,11,17,148.0918,12.12,10,0,0,3,0,0,2,20,2,5,15
6,5,6,5,18,14,148.0918,12.72,10.5,0,0,3,0,0,2,21,2,12,9
16,0,16,0,14,2,160.9161,2.520004,2,0,0,3,0,0,2,4,2,2,2
14,7,14,7,8,6,160.9161,4.320007,3.5,0,0,3,0,0,2,7,2,6,1
11,17,11,17,15,11,160.9161,6.839996,5,0,0.6,4,0,1,3,11,3,4,6
15,7,15,7,9,11,160.9161,7.559998,5,0,0,3,0,0,2,14,7,6.48,6
18,14,18,14,3,0,160.9161,17.52,14.5,0,0,3,0,0,2,29,2,15,14
8,6,8,6,7,5,178.5437,1.320007,1,0,0,3,0,0,2,2,2,1,1
14,2,14,2,18,1,178.5437,3.119995,2.5,0,0,3,0,0,2,5,2,4,1
15,11,15,11,15,16,178.5437,3.119995,2.5,0,0,3,0,0,2,5,1,0,5
3,0,3,0,12,0,178.5437,5.520004,4.5,0,0,3,0,0,2,9,1,9,0
9,11,9,11,19,8,178.5437,7.919998,6.5,0,0,3,0,0,2,13,2,10,3
15,16,15,16,11,14,186.5943,3.720001,3,0,0,3,0,0,2,6,2,4,2
7,5,7,5,11,3,186.5943,4.439987,3,0.6,0,4,0,1,3,7,3,4,2
19,8,19,8,15,18,186.5943,8.519989,7,0,0,3,0,0,2,14,2,4,10
12,0,12,0,10,3,186.5943,9,2.5,1.2,2.4,9,1,6,9,14,11,2.48,4.999999
18,1,18,1,4,3,186.5943,11.03999,8,0,0,3,0,0,2,20,7,14,4
12,3,12,3,16,8,197.8088,5.519989,4.5,0,0,3,0,0,2,9,2,4,5
15,18,15,18,17,10,197.8088,6.119995,5,0,0,3,0,0,2,10,2,2,8
11,14,11,14,16,6,197.8088,7.919998,6.5,0,0,3,0,0,2,13,2,5,8
4,3,4,3,16,9,197.8088,12.95999,9,0,0.6,4,1,2,4,22,5,14,6
10,3,10,3,4,19,197.8088,13.31999,11,0,0,3,0,0,2,22,2,6,16
16,8,16,8,12,11,211.3497,5.040009,3.5,0,0.6,4,0,1,3,8,3,4,3
17,10,17,10,10,8,211.3497,6.960007,4.5,0,1.2,5,0,2,4,11,4,7,2
4,19,4,19,15,12,211.3497,10.92001,9,0,0,3,0,0,2,18,2,11,7
16,9,16,9,0,18,211.3497,15.12001,12.5,0,0,3,0,0,2,25,2,16,9
16,6,16,6,0,19,211.3497,18.24001,14.5,0,0.6,4,0,1,3,30,3,16,13
10,8,10,8,3,14,229.7272,7.919998,6.5,0,0,3,0,0,2,13,2,6.999999,6
0,18,0,18,15,17,229.7272,9.720001,8,0,0,3,0,0,2,16,2,15,1
12,11,12,11,3,18,229.7272,9.720001,8,0,0,3,0,0,2,16,2,8.999999,7
15,12,15,12,6,0,229.7272,12.72,10.5,0,0,3,0,0,2,21,2,9,12
0,19,0,19,3,1,229.7272,13.44,10.5,0,0.6,4,0,1,3,22,3,3,18
3,18,3,18,8,16,243.3988,4.320007,3.5,0,0,3,0,0,2,7,2,5,2
3,14,3,14,1,4,243.3988,7.320007,6,0,0,3,0,0,2,12,2,2,10
15,17,15,17,7,12,243.3988,7.919998,6.5,0,0,3,0,0,2,13,2,8,5
3,1,3,1,7,14,243.3988,11.04001,8.5,0,0.6,4,0,1,3,18,3,4,13
6,0,6,0,16,17,243.3988,16.32001,13.5,0,0,3,0,0,2,27,2,10,17
8,16,8,16,4,18,259.922,3.720001,3,0,0,3,0,0,2,6,2,4,2
8,12,8,12,15,7,259.922,7.320007,6,0,0,3,0,0,2,12,2,7,5
1,4,1,4,12,7,259.922,8.519989,7,0,0,3,0,0,2,14,2,11,3
7,14,7,14,12,4,259.922,9.119995,7.5,0,0,3,0,0,2,15,2,5,10
16,17,16,17,8,4,259.922,13.44,10.5,0,0.6,4,0,1,3,22,3,8,13
12,7,12,7,11,12,273.4962,3.720001,3,0,0,3,0,0,2,6,2,1,5
8,4,8,4,11,0,273.4962,4.320007,3.5,0,0,3,0,0,2,7,2,3,4
12,5,12,5,15,16,273.4962,8.519989,7,0,0,3,0,0,2,14,2,3,11
15,7,15,7,5,19,273.4962,13.32001,11,0,0,3,0,0,2,22,2,10,12
4,18,4,18,17,7,273.4962,14.51999,12,0,0,3,0,0,2,24,2,13,11
11,12,11,12,19,11,288.1544,5.519989,4.5,0,0,3,0,0,2,9,2,8,1
11,0,11,0,9,12,288.1544,8.519989,7,0,0,3,0,0,2,14,2,2,12
15,16,15,16,17,5,288.1544,9.359985,6.5,0,1.2,5,0,2,4,15,4,2,11
17,7,17,7,5,5,288.1544,9.959991,7,1.2,0,5,0,2,4,16,4,12,2
5,19,5,19,2,4,288.1544,10.91998,9,0,0,3,0,0,2,18,2,3,15
2,4,2,4,2,8,299.3285,2.519989,2,0,0,3,0,0,2,4,1,0,4
19,11,19,11,18,19,299.3285,5.519989,4.5,0,0,3,0,0,2,9,2,1,8
5,5,5,5,11,15,299.3285,9.720001,8,0,0,3,0,0,2,16,2,6,10
9,12,9,12,1,2,299.3285,10.91998,9,0,0,3,0,0,2,18,2,7.999997,9.999998
17,5,17,5,2,7,299.3285,11.75998,8.5,0,1.2,5,0,2,4,19,4,15,2
18,19,18,19,18,17,311.2831,1.320007,1,0,0,3,0,0,2,2,1,0,2
2,8,2,8,5,5,311.2831,4.440002,3,0,0.6,4,0,1,3,7,3,3,3
2,7,2,7,3,0,311.2831,4.920013,4,0,0,3,0,0,2,8,2,1,6.999997
1,2,1,2,15,2,311.2831,8.52002,7,0,0,3,0,0,2,14,1,14,0
11,15,11,15,0,3,311.2831,13.92001,11.5,0,0,3,0,0,2,23,2,11,12
5,5,5,5,14,5,325.3475,5.52002,4.5,0,0,3,0,0,2,9,1,9,0
18,17,18,17,18,5,325.3475,7.320007,6,0,0,3,0,0,2,12,1,0,12
15,2,15,2,7,9,325.3475,9.839996,7.5,0.6,0,4,0,1,3,16,3,8,7
0,3,0,3,7,13,325.3475,10.32001,8.5,0,0,3,0,0,2,17,2,7,10
3,0,3,0,19,1,325.3475,10.32001,8.5,0,0,3,0,0,2,17,2,16,1
7,13,7,13,5,12,335.7498,1.920013,1.5,0,0,3,0,0,2,3,2,2,1
7,9,7,9,5,5,335.7498,3.720001,3,0,0,3,0,0,2,6,2,2,4
19,1,19,1,10,6,335.7498,8.519989,7,0,0,3,0,0,2,14,2,9,5
14,5,14,5,0,4,335.7498,9.119995,7.5,0,0,3,0,0,2,15,2,14,1
18,5,18,5,3,15,335.7498,15.12,12.5,0,0,3,0,0,2,25,2,15,10
5,5,5,5,6,5,351.0069,0.7200012,0.5,0,0,3,0,0,2,1,1,1,0
3,15,3,15,6,1,351.0069,10.32001,8.5,0,0,3,0,0,2,17,2,3,14
5,12,5,12,18,17,351.0069,10.92001,9,0,0,3,0,0,2,18,2,13,5
10,6,10,6,19,19,351.0069,13.32001,11,0,0,3,0,0,2,22,2,9,13
0,4,0,4,12,16,351.0069,14.52002,12,0,0,3,0,0,2,24,2,12,12
12,16,12,16,5,17,365.6743,4.920013,4,0,0,3,0,0,2,8,2,7,1
6,1,6,1,9,9,365.6743,6.720001,5.5,0,0,3,0,0,2,11,2,3,8
18,17,18,17,13,11,365.6743,6.720001,5.5,0,0,3,0,0,2,11,2,5,6
6,5,6,5,9,14,365.6743,7.320007,6,0,0,3,0,0,2,12,2,3,9
19,19,19,19,7,7,365.6743,14.51999,12,0,0,3,0,0,2,24,2,12,12
5,17,5,17,10,15,380.3958,4.319977,3.5,0,0,3,0,0,2,7,2,5,2
13,11,13,11,13,19,380.3958,4.919983,4,0,0,3,0,0,2,8,1,0,8
9,9,9,9,5,14,380.3958,6.23999,4.5,0,0.6,4,0,1,3,10,3,4,5
7,7,7,7,16,0,380.3958,9.720001,8,0,0,3,0,0,2,16,2,9,6.999997
9,14,9,14,15,2,380.3958,12.23999,9,0,0,3,0,0,2,22,7,8,12
10,15,10,15,13,14,392.791,2.519989,2,0,0,3,0,0,2,4,2,3,1
16,0,16,0,11,4,392.791,5.519989,4.5,0,0,3,0,0,2,9,2,5,4
15,2,15,2,10,16,392.791,11.51999,9.5,0,0,3,0,0,2,19,2,5,14
5,14,5,14,13,0,392.791,14.04001,11,0.6,0,4,0,1,3,23,3,8,14
13,19,13,19,16,0,392.791,14.64001,11,0,0,3,0,0,2,26,7,5,19
13,14,13,14,13,16,407.533,1.319977,1,0,0,3,0,0,2,2,1,0,2
10,16,10,16,8,11,407.533,4.319977,3.5,0,0,3,0,0,2,7,2,2,5
13,0,13,0,16,11,407.533,8.519989,7,0,0,3,0,0,2,14,2,3,11
11,4,11,4,14,16,407.533,9.119995,7.5,0,0,3,0,0,2,15,2,3,12
16,0,16,0,3,11,407.533,15.23999,12,0,0.6,4,0,1,3,25,3,13,11
3,11,3,11,0,15,422.8703,4.320007,3.5,0,0,3,0,0,2,7,2,3,4
13,16,13,16,12,2,422.8703,9.119995,7.5,0,0,3,0,0,2,15,2,1,14
16,11,16,11,4,15,422.8703,9.720001,8,0,0,3,0,0,2,16,2,12,4
8,10,8,10,1,0,422.8703,10.32001,8.5,0,0,3,0,0,2,17,2,6.999997,9.999996
14,16,14,16,5,1,422.8703,14.52002,12,0,0,3,0,0,2,24,2,9,15
4,15,4,15,5,10,437.4936,3.720001,3,0,0,3,0,0,2,6,2,1,5
0,15,0,15,2,3,437.4936,8.519989,7,0,0,3,0,0,2,14,2,2,12
12,2,12,2,8,13,437.4936,9.119995,7.5,0,0,3,0,0,2,15,2,4,11
1,0,1,0,8,10,437.4936,10.31998,8.5,0,0,3,0,0,2,17,2,7,10
5,1,5,1,15,8,437.4936,10.31998,8.5,0,0,3,0,0,2,17,2,10,7
5,10,5,10,8,8,447.9771,3.119995,2.5,0,0,3,0,0,2,5,2,3,2
15,8,15,8,17,2,447.9771,4.919983,4,0,0,3,0,0,2,8,2,2,5.999998
8,13,8,13,2,18,447.9771,6.720001,5.5,0,0,3,0,0,2,11,2,5.999998,5
8,10,8,10,2,3,447.9771,8.639984,6.5,0,0.6,4,0,1,3,14,3,5.999998,6.999999
2,3,2,3,9,16,447.9771,12.12,10,0,0,3,0,0,2,20,2,7,13
8,8,8,8,8,5,460.2018,1.919983,1.5,0,0,3,0,0,2,3,1,0,3
9,16,9,16,11,6,460.2018,7.320007,6,0,0,3,0,0,2,12,2,2,10
17,2,17,2,12,11,460.2018,8.519989,7,0,0,3,0,0,2,14,2,5,9
2,3,2,3,6,19,460.2018,12.12,10,0,0,3,0,0,2,20,2,4,16
2,18,2,18,17,0,460.2018,19.91998,16.5,0,0,3,0,0,2,33,2,15,18
6,19,6,19,4,14,480.2492,4.319977,3.5,0,0,3,0,0,2,7,2,2,5
8,5,8,5,11,13,480.2492,7.440002,5.5,0,0.6,4,0,1,3,12,3,3,8
11,6,11,6,2,1,480.2492,8.519989,7,0,0,3,0,0,2,14,2,8.999998,4.999999
12,11,12,11,4,17,480.2492,8.519989,7,0,0,3,0,0,2,14,2,8,6
17,0,17,0,0,4,480.2492,12.72,10.5,0,0,3,0,0,2,21,2,17,4
4,17,4,17,9,18,493.0958,3.720001,3,0,0,3,0,0,2,6,2,5,1
11,13,11,13,9,19,493.0958,4.919983,4,0,0,3,0,0,2,8,2,2,6
4,14,4,14,11,18,493.0958,6.720001,5.5,0,0,3,0,0,2,11,2,7,4
0,4,0,4,1,14,493.0958,6.720001,5.5,0,0,3,0,0,2,11,2,1,10
2,1,2,1,6,15,493.0958,10.91998,9,0,0,3,0,0,2,18,2,4,14
6,15,6,15,3,13,504.1685,3.119995,2.5,0,0,3,0,0,2,5,2,3,2
9,19,9,19,0,15,504.1685,8.639984,6.5,0,0.6,4,0,1,3,14,3,8.999996,4
1,14,1,14,15,15,504.1685,9.119965,7.5,0,0,3,0,0,2,15,2,14,1
9,18,9,18,6,3,504.1685,10.92001,9,0,0,3,0,0,2,18,2,3,15
11,18,11,18,0,2,504.1685,16.31998,13.5,0,0,3,0,0,2,27,2,11,16
6,3,6,3,6,10,520.6754,4.320007,3.5,0,0,3,0,0,2,7,1,0,7
0,2,0,2,12,2,520.6754,7.320007,6,0,0,3,0,0,2,12,1,12,0
15,15,15,15,1,14,520.6754,9.119995,7.5,0,0,3,0,0,2,15,2,14,1
3,13,3,13,7,0,520.6754,10.32001,8.5,0,0,3,0,0,2,17,2,4,13
0,15,0,15,18,2,520.6754,20.76001,15.5,0,0.6,4,1,2,4,35,5,18,15
12,2,12,2,13,14,541.5881,7.919983,6.5,0,0,3,0,0,2,13,2,1,12
1,14,1,14,0,0,541.5881,9.119995,7.5,0,0,3,0,0,2,15,2,1,14
6,10,6,10,13,1,541.5881,9.720032,8,0,0,3,0,0,2,16,2,7,8.999997
7,0,7,0,19,7,541.5881,11.52002,9.5,0,0,3,0,0,2,19,2,12,7
18,2,18,2,7,12,541.5881,12.72003,10.5,0,0,3,0,0,2,21,2,11,10
13,1,13,1,16,3,554.4418,3.119995,2.5,0,0,3,0,0,2,5,2,3,2
19,7,19,7,14,11,554.4418,5.519958,4.5,0,0,3,0,0,2,9,2,5,4
13,14,13,14,0,7,554.4418,12.12,10,0,0,3,0,0,2,20,2,13,7
7,12,7,12,15,0,554.4418,12.12,10,0,0,3,0,0,2,20,2,8,12
0,0,0,0,18,9,554.4418,16.32001,13.5,0,0,3,0,0,2,27,2,18,9
16,3,16,3,19,6,570.9956,3.719971,3,0,0,3,0,0,2,6,2,3,3
14,11,14,11,2,11,570.9956,7.320007,6,0,0,3,0,0,2,12,1,12,0
18,9,18,9,10,17,570.9956,9.719971,8,0,0,3,0,0,2,16,2,8,8
15,0,15,0,15,18,570.9956,10.91998,9,0,0,3,0,0,2,18,1,0,18
0,7,0,7,19,0,570.9956,15.71997,13,0,0,3,0,0,2,26,2,19,6.999997
2,11,2,11,4,8,586.9465,3.119995,2.5,0,0,3,0,0,2,5,2,2,3
10,17,10,17,19,18,586.9465,6.119995,5,0,0,3,0,0,2,10,2,9,1
15,18,15,18,12,10,586.9465,6.720032,5.5,0,0,3,0,0,2,11,2,3,8
19,0,19,0,17,16,586.9465,10.92004,9,0,0,3,0,0,2,18,2,2,16
19,6,19,6,8,14,586.9465,11.52002,9.5,0,0,3,0,0,2,19,2,11,8
8,14,8,14,9,7,598.5865,4.919983,4,0,0,3,0,0,2,8,2,1,7
17,16,17,16,6,14,598.5865,7.919983,6.5,0,0,3,0,0,2,13,2,11,2
4,8,4,8,16,7,598.5865,7.919983,6.5,0,0,3,0,0,2,13,2,12,1
12,10,12,10,2,4,598.5865,9.720032,8,0,0,3,0,0,2,16,2,9.999998,6
19,18,19,18,11,10,598.5865,9.720032,8,0,0,3,0,0,2,16,2,8,8
2,4,2,4,1,4,608.4048,0.7199707,0.5,0,0,3,0,0,2,1,1,1,0
16,7,16,7,8,6,608.4048,6.23999,4.5,0,0.6,4,0,1,3,10,3,8,1
11,10,11,10,3,6,608.4048,8.039978,6,0,0.6,4,0,1,3,13,3,7.999999,4
6,14,6,14,0,6,608.4048,8.519958,7,0,0,3,0,0,2,14,2,5.999998,8
9,7,9,7,14,19,608.4048,10.32001,8.5,0,0,3,0,0,2,17,2,5,12
14,19,14,19,16,15,618.8434,3.719971,3,0,0,3,0,0,2,6,2,2,4
3,6,3,6,3,15,618.8434,5.519958,4.5,0,0,3,0,0,2,9,1,0,9
8,6,8,6,16,3,618.8434,6.719971,5.5,0,0,3,0,0,2,11,2,8,3
1,4,1,4,10,1,618.8434,7.320007,6,0,0,3,0,0,2,12,2,9,3
0,6,0,6,11,3,618.8434,8.519958,7,0,0,3,0,0,2,14,2,11,3
16,3,16,3,13,6,627.4859,3.720032,3,0,0,3,0,0,2,6,2,3,3
11,3,11,3,5,0,627.4859,6.240051,4.5,0,0.6,4,0,1,3,10,3,6,3
10,1,10,1,16,8,627.4859,9.360046,6.5,0,0,3,0,0,2,17,7,8,7.48
16,15,16,15,18,1,627.4859,10.44,8,0,0.6,4,0,1,3,17,3,2,14
3,15,3,15,13,0,627.4859,15.84003,12.5,0,0.6,4,0,1,3,26,3,10,15
16,8,16,8,7,8,643.4202,5.52002,4.5,0,0,3,0,0,2,9,1,9,0
13,6,13,6,2,6,643.4202,6.720032,5.5,0,0,3,0,0,2,11,1,11,0
5,1,5,1,5,18,643.4202,10.32001,8.5,0,0,3,0,0,2,17,1,0,17
18,1,18,1,11,14,643.4202,12.12,10,0,0,3,0,0,2,20,2,7,13
13,0,13,0,10,19,643.4202,13.32001,11,0,0,3,0,0,2,22,2,3,19
2,6,2,6,4,7,656.9121,1.919983,1.5,0,0,3,0,0,2,3,2,2,1
11,14,11,14,8,11,656.9121,3.719971,3,0,0,3,0,0,2,6,2,3,3
7,8,7,8,12,4,656.9121,5.52002,4.5,0,0,3,0,0,2,9,2,5,4
10,19,10,19,15,6,656.9121,10.91998,9,0,0,3,0,0,2,18,2,5,13
5,18,5,18,19,10,656.9121,13.32001,11,0,0,3,0,0,2,22,2,14,8
4,7,4,7,3,12,670.3254,3.719971,3,0,0,3,0,0,2,6,2,1,5
15,6,15,6,9,8,670.3254,4.919983,4,0,0,3,0,0,2,8,2,6,2
12,4,12,4,16,11,670.3254,6.719971,5.5,0,0,3,0,0,2,11,2,4,7
8,11,8,11,3,5,670.3254,6.719971,5.5,0,0,3,0,0,2,11,2,4.999999,6
19,10,19,10,5,2,670.3254,13.32001,11,0,0,3,0,0,2,22,2,14,7.999998
3,12,3,12,5,8,683.8005,3.719971,3,0,0,3,0,0,2,6,2,2,4
9,8,9,8,13,5,683.8005,4.320007,3.5,0,0,3,0,0,2,7,2,4,3
16,11,16,11,11,6,683.8005,6.119995,5,0,0,3,0,0,2,10,2,5,5
5,2,5,2,16,3,683.8005,7.320007,6,0,0,3,0,0,2,12,2,11,1
3,5,3,5,9,14,683.8005,9.119995,7.5,0,0,3,0,0,2,15,2,6,9
9,14,9,14,11,17,693.121,3.119995,2.5,0,0,3,0,0,2,5,2,2,3
11,6,11,6,18,2,693.121,6.720032,5.5,0,0,3,0,0,2,11,2,7,4
13,5,13,5,7,0,693.121,6.720032,5.5,0,0,3,0,0,2,11,2,6,4.999999
5,8,5,8,18,10,693.121,9.119995,7.5,0,0,3,0,0,2,15,2,13,2
16,3,16,3,5,9,693.121,10.32001,8.5,0,0,3,0,0,2,17,2,11,6
5,9,5,9,2,4,703.5814,4.919983,4,0,0,3,0,0,2,8,2,3,5
7,0,7,0,2,4,703.5814,6.960022,4.5,0.6,0.6,5,0,2,4,10,3,4.999999,4
11,17,11,17,7,7,703.5814,8.52002,7,0,0,3,0,0,2,14,2,4,10
18,2,18,2,14,14,703.5814,11.16003,8,0,0,3,0,0,2,20,7,6,12.48
18,10,18,10,2,3,703.5814,14.64001,11.5,0,0.6,4,0,1,3,24,3,16,6.999999
7,7,7,7,10,6,718.4222,2.52002,2,0,0,3,0,0,2,4,2,3,1
2,4,2,4,11,1,718.4222,8.039978,6,0,0.6,4,0,1,3,13,3,9,3
14,14,14,14,4,7,718.4222,10.32001,8.5,0,0,3,0,0,2,17,2,10,7
2,3,2,3,8,14,718.4222,10.32001,8.5,0,0,3,0,0,2,17,2,6,11
2,5,2,5,11,14,718.4222,11.64001,9,0,0.6,4,0,1,3,19,3,9,9
4,7,4,7,4,8,730.2086,0.7199707,0.5,0,0,3,0,0,2,1,1,0,1
8,14,8,14,7,15,730.2086,1.320007,1,0,0,3,0,0,2,2,2,1,1
11,14,11,14,4,16,730.2086,5.52002,4.5,0,0,3,0,0,2,9,2,7,2
11,1,11,1,8,7,730.2086,5.52002,4.5,0,0,3,0,0,2,9,2,3,6
10,6,10,6,2,12,730.2086,8.52002,7,0,0,3,0,0,2,14,2,7.999998,6
8,7,8,7,4,6,738.8795,3.119995,2.5,0,0,3,0,0,2,5,2,4,1
7,15,7,15,5,10,738.8795,4.320007,3.5,0,0,3,0,0,2,7,2,2,5
4,8,4,8,2,13,738.8795,5.039978,3.5,0,0.6,4,0,1,3,8,3,2,5
4,16,4,16,1,8,738.8795,9.599976,5.5,0,1.2,5,0,2,4,17,7,4.999999,8.48
2,12,2,12,18,8,738.8795,12.12,10,0,0,3,0,0,2,20,2,16,4
2,13,2,13,1,18,751.2147,3.719971,3,0,0,3,0,0,2,6,2,1,5
18,8,18,8,16,4,751.2147,3.719971,3,0,0,3,0,0,2,6,2,2,4
4,6,4,6,18,11,751.2147,11.52002,9.5,0,0,3,0,0,2,19,2,14,5
4,10,4,10,19,14,751.2147,11.52002,9.5,0,0,3,0,0,2,19,2,15,4
1,8,1,8,17,3,751.2147,12.71997,10.5,0,0,3,0,0,2,21,2,16,4.999999
17,3,17,3,14,4,764.0304,3.240051,2,0,0.6,4,0,1,3,5,3,3,1
19,14,19,14,19,4,764.0304,6.119995,5,0,0,3,0,0,2,10,1,0,10
16,4,16,4,5,7,764.0304,8.52002,7,0,0,3,0,0,2,14,2,11,3
1,18,1,18,15,19,764.0304,9.119995,7.5,0,0,3,0,0,2,15,2,14,1
18,11,18,11,8,6,764.0304,9.119995,7.5,0,0,3,0,0,2,15,2,10,5
14,4,14,4,12,4,773.2482,1.319946,1,0,0,3,0,0,2,2,1,2,0
8,6,8,6,8,14,773.2482,4.919983,4,0,0,3,0,0,2,8,1,0,8
5,7,5,7,11,10,773.2482,5.519958,4.5,0,0,3,0,0,2,9,2,6,3
15,19,15,19,2,15,773.2482,10.31995,8.5,0,0,3,0,0,2,17,2,13,4
19,4,19,4,4,12,773.2482,13.91998,11.5,0,0,3,0,0,2,23,2,15,8
2,15,2,15,3,10,787.3399,3.719971,3,0,0,3,0,0,2,6,2,1,5
11,10,11,10,15,6,787.3399,4.919983,4,0,0,3,0,0,2,8,2,4,4
8,14,8,14,17,12,787.3399,6.719971,5.5,0,0,3,0,0,2,11,2,9,2
12,4,12,4,5,9,787.3399,7.320007,6,0,0,3,0,0,2,12,2,7,5
4,12,4,12,12,5,787.3399,9.119995,7.5,0,0,3,0,0,2,15,2,8,7
12,5,12,5,12,3,796.5181,1.320007,1,0,0,3,0,0,2,2,1,0,2
17,12,17,12,7,7,796.5181,9.119995,7.5,0,0,3,0,0,2,15,2,10,5
15,6,15,6,0,7,796.5181,9.720032,8,0,0,3,0,0,2,16,2,15,1
5,9,5,9,18,17,796.5181,12.72003,10.5,0,0,3,0,0,2,21,2,13,8
3,10,3,10,19,19,796.5181,15.84003,12.5,0,0.6,4,0,1,3,26,3,16,9
7,7,7,7,8,10,812.5187,2.519958,2,0,0,3,0,0,2,4,2,1,3
