Time, Finish
5,15,9,4,3.92,3.75,0,0,3,0,0,2,15
7,14,2,12,1.84,1.75,0,0,3,0,0,2,12
4,11,8,17,2.900001,2.5,0,0.26,4,0,1,3,14
1,10,7,7,2.359999,2.25,0,0,3,0,0,2,14
2,18,17,18,3.919998,3.75,0,0,3,0,0,2,15
12,14,0,16,3.66,3.5,0,0,3,0,0,2,18
14,13,14,7,1.860001,1.5,0,0.26,4,0,1,3,16
19,6,13,10,2.620001,2.5,0,0,3,0,0,2,15
19,8,3,11,4.959999,4.75,0,0,3,0,0,2,22
13,5,0,7,4.459999,3.75,0,0,3,0,0,2,21
3,1,0,9,3.16,2.75,0,0.26,4,0,1,3,16
15,0,8,11,4.700001,4.5,0,0,3,0,0,2,23
8,8,1,13,3.700001,3,0,0.5199999,5,0,2,4,20
16,8,9,0,3.92,3.75,0,0,3,0,0,2,37
12,8,3,11,16.02,3,11.7,0.26,49,0,46,48,60
17,8,8,11,3.139999,3,0,0,3,0,0,2,24
3,4,1,8,1.579998,1.5,0,0,3,0,0,2,13
8,5,16,14,4.440002,4.25,0,0,3,0,0,2,33
15,16,10,9,3.140003,3,0,0,3,0,0,2,31
17,4,7,1,3.939999,3.25,0,0,3,0,0,2,23
7,7,17,2,3.939999,3.75,0.26,0,4,0,1,3,40
7,15,6,0,5.540001,4,0,0.26,4,0,1,3,36
16,1,19,1,0.7999992,0.75,0,0,3,0,0,2,38
4,16,3,4,3.399998,3.25,0,0,3,0,0,2,22
14,13,6,1,8.139999,5,0,1.24,7,1,5,7,51
10,12,5,4,3.939999,3.25,0,0.26,4,0,1,3,37
7,3,15,18,6.560001,5.75,0,0.5199999,5,0,2,4,38
16,18,7,13,3.68,3.5,0,0,3,0,0,2,40
11,0,8,15,4.700005,4.5,0,0,3,0,0,2,41
1,19,18,3,8.600006,8.25,0,0,3,0,0,2,60
8,4,17,7,3.160004,3,0,0,3,0,0,2,21
9,14,10,11,1.059998,1,0,0,3,0,0,2,10
17,9,7,11,4.219994,3,0,0,3,0,0,2,26
15,15,13,14,0.8000031,0.75,0,0,3,0,0,2,24
3,15,3,14,0.2799988,0.25,0,0,3,0,0,2,23
