Time, Finish
0,0,3,2,1.36,1.25,0,0,3,0,0,2,11
2,0,0,0,0.539999,0.5,0,0,3,0,0,2,4
3,1,2,3,0.8199997,0.75,0,0,3,0,0,2,7
2,3,2,0,1.079998,0.75,0,0.26,4,0,1,3,13
0,1,2,3,2.039997,1,0.14,0.26,4,1,2,4,14
1,1,0,0,0.5400009,0.5,0.5199999,0.26,6,0,3,5,7
0,2,0,3,0.2799988,0.25,0,0,3,0,0,2,4
3,1,3,0,0.2799988,0.25,0,0,3,0,0,2,7
0,1,1,1,0.2799988,0.25,0,0.5199999,5,0,2,4,6
3,1,3,1,0,0,0,0,3,0,0,2,9
0,0,1,3,1.059998,1,0,0,3,0,0,2,6
0,2,3,3,1.059998,1,0,0,3,0,0,2,11
3,2,1,3,1.860001,0.75,0,0,3,0,0,2,12
2,3,3,2,0.5599976,0.5,0,0,3,0,0,2,11
2,2,2,3,2.520004,0.25,2.08,0,11,0,8,10,13
1,2,1,0,0.5400085,0.5,0.26,0,4,0,1,3,9
2,2,1,2,4.199997,0.25,3.64,0,17,0,14,16,17
2,0,2,1,0.2799988,0.25,0,0.4999999,4,1,2,4,12
1,3,2,2,0.5400085,0.5,0,0,3,0,0,2,3
3,2,3,0,0.5399933,0.5,0,0,3,0,0,2,6
0,2,0,1,0.280014,0.25,0,0,3,0,0,2,8
0,2,0,2,0,0,0,0,3,0,0,2,2
0,1,2,3,1.059998,1,7.279996,0,31,0,28,30,36
2,1,0,3,1.059998,1,0,0,3,0,0,2,6
0,2,2,0,1.059998,1,0,0,3,0,0,2,4
0,2,2,1,1.339996,0.75,43.95994,0.26,173,1,171,173,185
1,1,0,3,1.080017,0.75,0,0.26,4,0,1,3,9
2,3,2,1,7.419983,0.5,5.639998,0.26,25,1,23,25,30
0,0,0,2,0.539978,0.5,0,0,3,0,0,2,5
2,0,3,3,1.059998,1,0,0,3,0,0,2,5
1,2,0,2,18.20001,0.25,16.64,0.26,68,0,65,67,68
3,0,2,0,0.2799988,0.25,0,0,3,0,0,2,6
0,0,2,1,0.8200073,0.75,0,0,3,0,0,2,13
3,3,2,1,4.460022,0.75,3.38,0,16,0,13,15,22
3,2,0,0,1.320007,1.25,0,0,3,0,0,2,8
3,3,0,1,1.320007,1.25,0,0.26,4,0,1,3,19
2,2,0,3,0.7999878,0.75,0,0,3,0,0,2,4
2,0,1,0,0.5599976,0.25,0.26,0,4,0,1,3,4
0,3,0,3,0,0,0,0,3,0,0,2,0
2,0,3,2,0.8000183,0.75,5.159998,0.26,23,1,21,23,33
2,1,0,2,0.7999878,0.75,0,0,3,0,0,2,7
0,0,0,0,0,0,0,0,3,0,0,2,3
0,3,2,1,1.059998,1,0,0,3,0,0,2,8
1,2,3,0,1.600006,1,0,0,3,0,0,2,9
2,0,1,1,0.5400085,0.5,0,0,3,0,0,2,4
1,2,3,1,0.8199768,0.75,2.6,0,13,0,10,12,17
0,3,1,0,1.060028,1,0,0,3,0,0,2,10
3,1,3,1,0,0,9.359997,0,39,0,36,38,38
3,3,3,0,2.660004,0.75,0,0.26,4,0,1,3,14
3,2,0,2,0.7999878,0.75,0,0,3,0,0,2,9
3,3,3,2,12.15997,0.25,20.06001,0.7799999,82,2,81,83,93
2,1,3,3,3.019958,0.75,0.26,1.3,9,5,6,13,19
1,3,1,2,0.2799683,0.25,0,0,3,0,0,2,3
0,1,0,0,0.2799683,0.25,0,0,3,0,0,2,2
3,1,0,1,1.919983,0.75,1.04,0,7,0,4,6,8
3,2,0,3,1.059998,1,0,0,3,0,0,2,6
3,2,0,0,1.340027,1.25,3.94,3.38,31,12,40,42,76
3,3,2,0,1.080017,1,0,6.499997,28,12,26,39,76
3,1,1,1,0.539978,0.5,0,0,3,0,0,2,7
3,0,2,0,0.2799683,0.25,0,0,3,0,0,2,12
0,3,0,1,0.539978,0.5,0,0,3,0,0,2,5
2,3,0,3,5.580017,0.5,4.679999,0,21,0,18,20,23
3,3,0,2,1.059998,1,0,0,3,0,0,2,8
0,0,1,2,0.7999878,0.75,0,0,3,0,0,2,4
3,1,1,0,0.7999878,0.75,0,0,3,0,0,2,10
0,2,0,1,0.2799683,0.25,0.26,0,4,0,1,3,3
1,2,0,0,0.8000488,0.75,5.559998,0.26,25,1,23,25,29
3,1,1,1,1.099976,0.5,0.5199999,0,5,0,2,4,7
2,1,0,3,1.059998,1,0,0,3,0,0,2,5
1,1,2,1,0.2799683,0.25,0,0,3,0,0,2,3
0,0,1,0,0.2800293,0.25,2.6,0,13,0,10,12,12
3,0,3,2,1.080017,0.5,0,0,3,0,0,2,8
3,1,2,2,7.820007,0.5,0.26,6.499997,29,25,26,53,54
1,2,3,2,14.96002,0.5,12.64,0.26,52,1,50,52,56
1,3,1,3,0,0,0,0,3,0,0,2,3
0,0,1,2,0.7999878,0.75,0,0,3,0,0,2,7
1,3,3,2,0.8200073,0.75,12.22,0,50,0,47,49,55
2,2,3,0,0.7999878,0.75,0,0,3,0,0,2,5
2,3,1,3,0.2799683,0.25,0,0,3,0,0,2,3
3,2,1,0,1.599976,1,8.059996,0,34,0,31,33,41
2,0,0,2,1.059998,1,0,0,3,0,0,2,5
1,3,3,1,1.080017,1,6.499997,0,28,0,25,27,34
1,2,1,3,0.2800293,0.25,0,0,3,0,0,2,2
3,3,0,3,1.339966,0.75,0,0,3,0,0,2,9
2,2,0,3,1.080017,0.75,0.26,0,4,0,1,3,7
0,3,1,0,1.059998,1,0,0,3,0,0,2,9
3,0,1,1,0.7999878,0.75,0,0,3,0,0,2,8
0,1,3,2,1.059998,1,0,0,3,0,0,2,8
2,0,2,1,0.2800293,0.25,0,0,3,0,0,2,8
2,2,1,2,0.2800293,0.25,0,0,3,0,0,2,3
0,1,3,2,1.059998,1,0,0,3,0,0,2,16
2,3,1,1,1.080017,0.75,0,0.26,4,0,1,3,6
2,3,0,0,1.339966,1.25,3.08,0.5199999,16,1,14,16,25
2,1,2,1,0,0,0,0,3,0,0,2,2
0,1,2,1,2.779968,0.5,2.08,0,11,0,8,10,11
3,1,3,1,0,0,0,0,3,0,0,2,1
2,2,2,3,0.2800293,0.25,0,0,3,0,0,2,9
1,2,3,3,0.7999878,0.75,0,0,3,0,0,2,7
1,3,3,2,0.8200684,0.75,0,0,3,0,0,2,7
1,2,1,0,0.539917,0.5,0,0,3,0,0,2,4
3,3,3,0,1.339966,0.75,2.86,0,14,0,11,13,20
1,1,0,1,0.2800293,0.25,0,0,3,0,0,2,2
1,0,3,1,0.8199463,0.75,0,0,3,0,0,2,11
2,1,1,1,0.2800293,0.25,0.26,0,4,0,1,3,6
1,2,2,3,0.5600586,0.5,0,0,3,0,0,2,8
3,3,3,3,0,0,0,0.26,4,0,1,3,5
2,2,3,0,0.8000488,0.75,0,0,3,0,0,2,5
3,0,3,2,0.539917,0.5,0,0,3,0,0,2,6
0,2,0,3,0.2800293,0.25,0,0,3,0,0,2,6
2,2,3,1,0.5400391,0.5,0,0,3,0,0,2,4
1,3,0,0,1.619995,1,0.26,0.26,5,0,2,4,9
0,0,3,1,11.41992,1,9.619997,0,40,0,37,39,44
1,2,0,3,0.539917,0.5,0,0,3,0,0,2,5
2,3,2,0,0.8000488,0.75,0,0,3,0,0,2,8
0,0,2,1,0.8199463,0.75,0,0,3,0,0,2,9
3,0,0,3,1.580078,1.5,0,0,3,0,0,2,18
2,1,2,0,9.300049,0.25,9.919997,0.5199999,42,2,41,43,49
2,0,1,2,1.099976,0.75,0.26,0.26,5,0,2,4,8
