Time, Finish
1,3,3,2,0.7999992,0.75,0,0,3,0,0,2,3
3,1,1,1,0.539999,0.5,0,0,3,0,0,2,2
3,0,3,0,0,0,0,0,3,0,0,2,3
0,0,2,2,1.059999,1,0,0,3,0,0,2,8
1,3,1,0,0.8000011,0.75,10.4,0,43,0,40,42,45
0,1,3,0,16.78,1,13.32,0.26,55,1,53,55,66
0,3,0,2,3.080002,0.25,2.6,0,13,0,10,12,16
0,2,3,3,1.059998,1,0,0.7799999,6,2,3,7,30
1,1,1,0,0.2799988,0.25,0,0,3,0,0,2,4
0,0,1,1,0.8199997,0.5,0.26,1.82,11,7,8,17,61
0,1,2,0,3.819996,0.75,0.26,2.02,11,8,9,18,29
3,2,1,2,0.5400009,0.5,0,0,3,0,0,2,3
3,1,2,3,1.100006,0.75,0.26,0.26,5,0,2,4,13
1,0,0,3,1.080002,1,0,0,3,0,0,2,7
3,2,2,0,0.8000031,0.75,0.5199999,12.74,54,49,52,102,117
0,1,3,2,14.4,1,13.42,4.639999,71,17,70,87,133
0,1,1,0,0.5400009,0.5,3.64,0,17,0,14,16,17
1,3,2,3,0.2799988,0.25,0.26,0,4,0,1,3,3
1,2,3,3,11.14,0.75,0.26,9.099997,39,26,36,64,71
0,2,1,0,0.8000031,0.75,0,0,3,0,0,2,4
2,3,0,2,1.079994,0.75,8.939997,0.5199999,39,1,37,39,49
0,3,1,0,4.980003,1,3.64,0,17,0,14,16,22
3,2,3,3,0.2799988,0.25,0,0.34,4,2,2,5,12
2,2,3,2,11.56,0.25,9.979998,0.26,42,1,40,42,44
1,2,1,1,0.5599976,0.25,0.26,0.5199999,6,2,3,7,11
2,2,1,0,2.599991,0.75,0.26,0.6399999,6,1,4,6,20
2,2,2,3,0.2799988,0.25,0.26,0.26,5,0,2,4,11
1,2,0,0,1.080002,0.75,0,0.26,4,0,1,3,10
3,1,0,3,9.080002,1.25,0.26,3.06,15,8,13,22,77
2,3,0,2,2.680008,0.75,9.959997,1.56,47,4,45,50,90
1,2,1,1,0.2799988,0.25,17.56,8.999996,104,38,106,141,165
0,0,0,0,0,0,0,0,3,0,0,2,0
3,0,0,0,33.73999,0.75,18.2,16.64,135,60,147,194,303
0,3,3,1,6.580002,1.25,0.26,3.12,16,1,13,16,34
1,1,3,0,0.8000031,0.75,5.199998,3.4,36,15,34,50,78
2,3,2,3,0,0,0,0.5199999,5,0,2,4,7
3,2,0,0,47.75999,1.25,9.739998,12.28,86,25,103,110,229
0,1,3,1,1.080002,0.75,0.7399999,16.88,69,45,83,113,227
2,2,0,2,5.62001,0.5,0,2.22,11,4,12,14,30
3,2,0,2,22.98001,0.75,15.28,2.6,70,6,73,75,97
0,2,1,2,14.95999,0.25,12.88,0.26,53,1,51,53,59
0,3,0,1,10.07999,0.5,0,2.86,14,10,11,23,76
3,3,3,0,0.8000183,0.75,0,0,3,0,0,2,5
1,0,0,0,0.2799988,0.25,0,0,3,0,0,2,4
2,2,1,2,19.53998,0.25,19.08,7.839996,105,30,106,134,156
1,0,1,0,0,0,0,0,3,0,0,2,2
2,2,0,3,0.7999878,0.75,0.26,0,4,0,1,3,10
1,0,3,0,3.900024,0.5,13.54,0.5199999,57,1,55,57,60
3,0,1,0,8.899994,0.5,6.239997,0.5199999,29,1,27,29,37
1,0,2,0,7.880005,0.25,8.579996,12.54,84,49,82,132,165
2,1,1,0,7.820007,0.5,0,6.759997,29,25,26,53,57
1,3,0,1,0.7999878,0.75,0,0.26,4,0,1,3,9
0,0,0,3,22.91998,0.75,9.879997,33.54001,170,126,167,295,301
0,3,3,3,13.30002,0.75,13,11.6,97,44,95,140,143
2,1,1,3,0.8200073,0.75,0.26,6.899997,30,27,28,56,61
1,0,1,0,0,0,8.679996,0.26,37,1,35,37,38
2,3,0,3,2.119995,0.5,0,0,3,0,0,2,16
0,0,3,2,1.600006,1.25,0.26,0,4,0,1,3,7
2,2,1,0,0.8000183,0.75,0,0,3,0,0,2,6
3,0,2,2,14.18002,0.75,7.499996,4.419999,48,17,46,64,72
0,3,0,2,0.2799988,0.25,0,0,3,0,0,2,1
0,2,2,3,9.460022,0.75,0,2.34,12,6,9,17,60
3,3,3,2,0.2799988,0.25,0,0.5199999,5,0,2,4,20
3,1,2,1,0.2799988,0.25,0.26,0,4,0,1,3,3
0,3,3,3,0.7999878,0.75,15.22,6.559997,86,24,85,109,120
0,2,2,0,1.339996,1,1.3,0.26,9,0,6,8,12
2,0,3,3,4.600006,1,1.82,0,10,0,7,9,23
0,1,2,2,1.080017,0.75,0,0.26,4,0,1,3,12
1,0,0,2,9.47998,0.75,0.26,8.099997,35,29,33,63,75
3,0,1,3,1.600006,1.25,0.26,0,4,0,1,3,7
0,3,3,2,18.98001,1,0,16.64,67,38,64,104,110
0,1,0,3,2.200012,0.5,6.599998,2.08,36,4,35,39,50
2,1,1,3,2.579987,0.75,0.42,0.6199999,6,3,6,8,13
1,0,0,2,1.080017,0.75,0.26,0.5199999,6,0,3,5,12
3,1,0,1,1.340027,0.75,9.879997,1.56,46,3,45,48,70
2,0,2,3,1.100006,0.75,0.26,0.7799999,7,1,4,7,12
0,3,0,2,11.20001,0.25,10.14,0,42,0,39,41,40
2,1,0,3,13.73999,1,12.8,13,101,48,110,148,178
0,2,0,3,92.61996,0.25,52.55988,29.26002,314,111,330,424,480
1,1,0,1,0.2799683,0.25,0,0,3,0,0,2,3
2,0,1,1,10.89996,0.5,9.619997,7.019997,67,27,64,93,99
1,2,2,1,2.440002,0.5,0.26,0.5199999,6,1,3,6,14
2,0,1,0,0.2799683,0.25,0,0,3,0,0,2,6
2,2,3,0,0.8200073,0.75,0,0,3,0,0,2,6
1,0,1,3,1.619995,0.75,0.26,0,4,0,1,3,10
1,2,3,1,0.7999878,0.75,0,0,3,0,0,2,4
2,2,0,1,0.7999878,0.75,0,0,3,0,0,2,4
1,3,1,2,14.29999,0.25,2.64,9.879997,51,38,49,88,90
3,3,3,1,0.539978,0.5,0,0,3,0,0,2,4
3,0,3,3,25.58002,0.75,3.9,18.26,87,67,87,153,186
3,2,0,3,26.96002,1,0.26,6.439997,28,23,26,50,170
1,3,2,0,2.440002,1,0,0.7799999,6,2,4,7,11
1,3,2,3,0.5599976,0.25,1.56,1.56,15,2,14,16,21
3,1,1,1,0.5400391,0.5,0,0,3,0,0,2,4
0,0,3,2,1.320007,1.25,0,0.26,4,0,1,3,9
0,3,2,2,1.359985,0.75,0,3.74,17,11,15,27,41
1,3,3,1,1.359985,1,6.559997,9.879997,65,37,64,101,115
0,3,3,2,1.899963,1,1.06,1.04,10,3,9,12,48
1,1,2,2,2.219971,0.5,1.56,0,9,0,6,8,8
0,3,3,3,7,0.75,23.78001,19.40001,165,68,170,232,315
3,1,3,0,0.5599976,0.25,0.26,0,4,0,1,3,3
1,3,2,2,0.8200073,0.5,0.5199999,0.8,7,4,6,10,25
